attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': True, 'BYOB/Corkage': 'yes_free', 'Wi-Fi': 'free', 'Smoking': 'outdoor', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': False, 'Dogs Allowed': True, 'Attire': 'casual', 'Take-out': True, 'Good For Dancing': False, 'Corkage': False, 'Caters': False, 'Takes Reservations': True, 'Coat Check': False, 'Order at Counter': True, 'Has TV': True, 'Good For Groups': True, 'Music': {'video': False, 'dj': False, 'jukebox': True, 'live': False}, 'Happy Hour': True, 'BYOB': False, 'Waiter Service': True, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': True}, 'Delivery': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': False, 'dinner': False, 'latenight': True, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Price Range': 2}",3xEB9FyFXolq1b_Qn_BFtg,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",Phoenix,"4240 N Central Ave
Phoenix, AZ 85012","{'Saturday': {'close': '02:00', 'open': '11:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}, 'Sunday': {'close': '02:00', 'open': '11:00'}, 'Friday': {'close': '02:00', 'open': '11:00'}, 'Thursday': {'close': '02:00', 'open': '11:00'}, 'Wednesday': {'close': '02:00', 'open': '11:00'}, 'Tuesday': {'close': '02:00', 'open': '11:00'}}",33.4977417,-112.0739754,George & Dragon Restaurant,[],True,248,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': True, 'Outdoor Seating': False, 'BYOB/Corkage': 'no', 'Wi-Fi': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': True, 'Price Range': 2, 'Accepts Credit Cards': True, 'Take-out': True, 'Corkage': False, 'Caters': True, 'Takes Reservations': True, 'Has TV': False, 'Good For Groups': True, 'BYOB': False, 'Attire': 'casual', 'Open 24 Hours': False, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Good For': {'lunch': True, 'dinner': False, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",-3WVw1TNQbPBzaKCaQQ1AQ,"['Chinese', 'Restaurants']",Phoenix,"302 E Flower St
Phoenix, AZ 85012","{'Saturday': {'close': '22:00', 'open': '12:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '16:30'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}}",33.4859173,-112.0690737,China Chili,[],True,261,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'beer_and_wine', 'Has TV': True, 'Music': {'dj': False, 'video': False, 'karaoke': False, 'background_music': True, 'live': False, 'jukebox': False}, 'Outdoor Seating': True, 'Smoking': 'outdoor', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Price Range': 2, 'Noise Level': 'average', 'Happy Hour': True, 'Accepts Credit Cards': True, 'Good For Dancing': False, 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Good For Groups': True, 'Coat Check': False}",3UMcsN9IjoeV8JZvC4apag,"['Pubs', 'Food', 'Bars', 'Breweries', 'Nightlife']",Phoenix,"322 E Camelback Rd
Phoenix, AZ 85012","{'Saturday': {'close': '00:00', 'open': '11:00'}, 'Monday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '23:00', 'open': '11:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Thursday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '11:00'}, 'Tuesday': {'close': '23:00', 'open': '11:00'}}",33.5094087,-112.0687564,SunUp Brewing Co,[],True,225,3.5,AZ,business
"{'Order at Counter': False, 'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Has TV': True, 'Good For Groups': True, 'Outdoor Seating': True, 'Attire': 'casual', 'Wi-Fi': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Accepts Credit Cards': True, 'Good For Kids': True, 'Noise Level': 'average', 'Caters': True, 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Good for Kids': True, 'Good For': {'lunch': True, 'dinner': False, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': True, 'Price Range': 2}",ML1RJdeZ7bbfMrHvJ7m99A,"['Italian', 'Pizza', 'Restaurants']",Phoenix,"1008 E Camelback Rd
Phoenix, AZ 85014","{'Saturday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}}",33.5094801,-112.0601964,Oregano's Pizza Bistro,[],True,288,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'beer_and_wine', 'Good for Kids': True, 'Outdoor Seating': False, 'BYOB/Corkage': 'no', 'Wi-Fi': 'no', 'Good For': {'lunch': True, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Good For Kids': True, 'Price Range': 2, 'Accepts Credit Cards': True, 'Take-out': True, 'Caters': True, 'Takes Reservations': True, 'Order at Counter': False, 'Has TV': False, 'Good For Groups': True, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}, 'BYOB': False, 'Attire': 'casual', 'Open 24 Hours': False, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Dietary Restrictions': {'halal': True, 'dairy-free': True, 'kosher': True, 'vegan': True, 'vegetarian': True, 'gluten-free': True, 'soy-free': True}, 'Waiter Service': True}",AkOruz5CrCxUmXe1p_WoRg,"['Asian Fusion', 'Italian', 'Japanese', 'Restaurants']",Phoenix,"914 E Camelback Rd
Phoenix, AZ 85014","{'Saturday': {'close': '22:30', 'open': '11:00'}, 'Monday': {'close': '21:30', 'open': '11:00'}, 'Sunday': {'close': '21:30', 'open': '11:00'}, 'Friday': {'close': '22:30', 'open': '11:00'}, 'Thursday': {'close': '21:30', 'open': '11:00'}, 'Wednesday': {'close': '21:30', 'open': '11:00'}, 'Tuesday': {'close': '21:30', 'open': '11:00'}}",33.5098142,-112.0610062,Cherryblossom Noodle Cafe,[],True,553,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Has TV': True, 'Good For Groups': True, 'Outdoor Seating': True, 'BYOB/Corkage': 'yes_corkage', 'Wi-Fi': 'free', 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Attire': 'casual', 'Noise Level': 'average', 'Ambience': {'romantic': True, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Accepts Credit Cards': True, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Corkage': True, 'Caters': True, 'Price Range': 3, 'Takes Reservations': True, 'Waiter Service': True, 'Good for Kids': False}",LzpR_jE6VIutJ08s2cdRrw,"['French', 'Restaurants']",Phoenix,"4626 N 16th St
Phoenix, AZ 85016","{'Saturday': {'close': '21:30', 'open': '17:00'}, 'Monday': {'close': '14:00', 'open': '11:00'}, 'Friday': {'close': '21:30', 'open': '17:00'}, 'Thursday': {'close': '21:30', 'open': '17:00'}, 'Wednesday': {'close': '21:30', 'open': '17:00'}, 'Tuesday': {'close': '21:30', 'open': '17:00'}}",33.504777,-112.047846,Coup Des Tartes,[],False,207,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': True, 'Outdoor Seating': False, 'BYOB/Corkage': 'yes_free', 'Wi-Fi': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': True, 'Attire': 'casual', 'Take-out': True, 'Corkage': False, 'Caters': False, 'Takes Reservations': False, 'Has TV': True, 'Good For Groups': True, 'BYOB': False, 'Price Range': 2, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': True}, 'Delivery': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",18TUn9oiW0k0yB6lheiOvw,"['Steakhouses', 'Restaurants']",Phoenix,"6003 N 16th St
Phoenix, AZ 85016","{'Saturday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '10:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}}",33.523984,-112.04698,TEXAZ Grill,[],True,289,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': True, 'BYOB/Corkage': 'no', 'Wi-Fi': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': True, 'Price Range': 2, 'Accepts Credit Cards': True, 'Take-out': True, 'Corkage': False, 'Caters': False, 'Takes Reservations': True, 'Has TV': True, 'Good For Groups': True, 'BYOB': False, 'Attire': 'casual', 'Open 24 Hours': False, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Good For': {'lunch': True, 'dinner': False, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",c0RSs2KYK5Y-ZlSrNq9LyA,"['Sushi Bars', 'Japanese', 'Restaurants']",Phoenix,"6845 N 16th St
Phoenix, AZ 85016","{'Saturday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}}",33.5369963,-112.0474809,Moto Sushi,[],True,227,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': True, 'BYOB/Corkage': 'no', 'Wi-Fi': 'no', 'Smoking': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': True, 'Attire': 'casual', 'Take-out': True, 'Good For Dancing': False, 'Caters': True, 'Takes Reservations': True, 'Coat Check': False, 'Has TV': True, 'Good For Groups': True, 'Music': {'dj': False}, 'Happy Hour': True, 'BYOB': False, 'Price Range': 2, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': True, 'divey': False}, 'Delivery': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",Pfb6VOIiroqDWOebfgWGPQ,"['Pubs', 'Bars', 'Nightlife', 'Irish', 'Restaurants']",Phoenix,"5816 N 16th St
Phoenix, AZ 85016","{'Saturday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '10:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}}",33.52265,-112.0475118,Phoenix City Grille,[],True,214,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': False, 'BYOB/Corkage': 'no', 'Wi-Fi': 'no', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Kids': False, 'Attire': 'casual', 'Take-out': True, 'Caters': False, 'Takes Reservations': True, 'Has TV': True, 'Good For Groups': True, 'BYOB': False, 'Price Range': 2, 'Noise Level': 'average', 'Ambience': {'romantic': False, 'intimate': True, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': False, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",5kRug3bEienrpovtPRVVwg,"['Mexican', 'Restaurants']",Phoenix,"6335 N 16th St
Phoenix, AZ 85016","{'Saturday': {'close': '00:00', 'open': '09:00'}, 'Monday': {'close': '00:00', 'open': '11:00'}, 'Sunday': {'close': '00:00', 'open': '09:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Thursday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '00:00', 'open': '11:00'}, 'Tuesday': {'close': '00:00', 'open': '11:00'}}",33.530335,-112.047101,Rokerij,[],True,403,4.0,AZ,business
