attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,zip_code,R_cat
{'Good for Kids': True},PoRYjYUSjmeWM1WLsx_45w,"['Active Life', 'Parks']",Phoenix,"10919 S Central Ave
Phoenix, AZ 85042",{},33.34697,-112.0846008,South Mountain Park,[],True,158,4.5,AZ,business,85042,2
"{'Attire': 'casual', 'Take-out': False, 'Noise Level': 'average', 'Accepts Credit Cards': True, 'Price Range': 3, 'Waiter Service': True, 'Wi-Fi': 'paid', 'Good For Groups': True, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Has TV': True, 'Takes Reservations': True, 'Ambience': {'casual': False, 'touristy': True, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Kids': True, 'Delivery': False, 'Caters': False, 'Good for Kids': True}",I941jBn1KURuN-2wygJ_5A,"['Resorts', 'Hotels & Travel']",Phoenix,"8000 S Arizona Grand Pkwy
Phoenix, AZ 85044",{},33.376412,-111.9720336,Arizona Grand Resort,[],True,190,3.0,AZ,business,85044,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Wi-Fi': 'free'}",l1MZjZK2tLxfFRB62lQmsg,"['Food', 'Coffee & Tea']",Chandler,"1949 W Ray Rd
Ste 40
Chandler, AZ 85224","{'Wednesday': {'open': '05:00', 'close': '23:00'}, 'Monday': {'open': '05:00', 'close': '23:00'}, 'Friday': {'open': '05:00', 'close': '23:00'}, 'Thursday': {'open': '05:00', 'close': '23:00'}, 'Tuesday': {'open': '05:00', 'close': '23:00'}, 'Saturday': {'open': '05:00', 'close': '23:00'}, 'Sunday': {'open': '06:00', 'close': '23:00'}}",33.3191497,-111.8740975,Coffee Rush,[],True,161,4.0,AZ,business,85224,2
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True}",5KG0A3WlC7K3DAXtrIFFjg,"['Food', 'Ethnic Food', 'Grocery', 'Specialty Food']",Chandler,"2025 N Dobson Rd
Chandler, AZ 85224","{'Wednesday': {'open': '09:00', 'close': '21:00'}, 'Monday': {'open': '09:00', 'close': '21:00'}, 'Friday': {'open': '09:00', 'close': '21:00'}, 'Thursday': {'open': '09:00', 'close': '21:00'}, 'Tuesday': {'open': '09:00', 'close': '21:00'}, 'Saturday': {'open': '09:00', 'close': '21:00'}, 'Sunday': {'open': '09:00', 'close': '21:00'}}",33.3361505,-111.8743381,Lee Lee Oriental Supermarket,[],True,190,4.0,AZ,business,85224,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True}",1V8f3A7p3HV2r0BgAbqvaw,"['Food', 'Farmers Market', 'Venues & Event Spaces', 'Event Planning & Services']",Queen Creek,"22601 E Cloud Rd
Queen Creek, AZ 85242","{'Saturday': {'open': '09:00', 'close': '16:00'}, 'Thursday': {'open': '09:00', 'close': '16:00'}, 'Friday': {'open': '09:00', 'close': '16:00'}, 'Sunday': {'open': '09:00', 'close': '16:00'}}",33.223783,-111.59601,Schnepf Farms,[],True,107,3.5,AZ,business,85242,2
"{'Good for Kids': True, 'Dogs Allowed': True}",X3icXUyW9vS4UXY6V_MR4w,"['Active Life', 'Museums', 'Arts & Entertainment', 'Amusement Parks', 'Parks']",Scottsdale,"7301 E Indian Bend Rd
Scottsdale, AZ 85250","{'Wednesday': {'open': '10:00', 'close': '17:30'}, 'Monday': {'open': '10:00', 'close': '17:30'}, 'Friday': {'open': '10:00', 'close': '17:30'}, 'Thursday': {'open': '10:00', 'close': '17:30'}, 'Tuesday': {'open': '10:00', 'close': '17:30'}, 'Saturday': {'open': '10:00', 'close': '17:30'}, 'Sunday': {'open': '10:00', 'close': '17:30'}}",33.538154,-111.924569,McCormick-Stillman Railroad Park,[],True,137,4.5,AZ,business,85250,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Good for Kids': False, 'Dogs Allowed': False}",Uxd43FDZnBoeRFPz0b7Ohw,"['Active Life', 'Shopping', 'Gun/Rifle Ranges', 'Guns & Ammo']",Scottsdale,"14860 N Northsight Blvd
Scottsdale, AZ 85260","{'Wednesday': {'open': '09:00', 'close': '20:00'}, 'Monday': {'open': '09:00', 'close': '20:00'}, 'Friday': {'open': '09:00', 'close': '20:00'}, 'Thursday': {'open': '09:00', 'close': '20:00'}, 'Tuesday': {'open': '09:00', 'close': '20:00'}, 'Saturday': {'open': '09:00', 'close': '19:00'}, 'Sunday': {'open': '09:00', 'close': '19:00'}}",33.620513,-111.899038,Scottsdale Gun Club,[],True,115,4.0,AZ,business,85260,2
"{'Accepts Credit Cards': True, 'Price Range': 3, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True}",dC6rDLGRoch_DOZk5kLkWw,"['Food', 'Health Markets', 'Grocery', 'Specialty Food']",Tempe,"5120 S Rural Rd
Tempe, AZ 85282","{'Wednesday': {'open': '08:00', 'close': '22:00'}, 'Monday': {'open': '08:00', 'close': '22:00'}, 'Friday': {'open': '08:00', 'close': '22:00'}, 'Thursday': {'open': '08:00', 'close': '22:00'}, 'Tuesday': {'open': '08:00', 'close': '22:00'}, 'Saturday': {'open': '08:00', 'close': '22:00'}, 'Sunday': {'open': '08:00', 'close': '22:00'}}",33.379584,-111.9297888,Whole Foods Market,[],True,111,3.5,AZ,business,85282,2
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True}",zKFX8BVTWYZNa2vJ46UdmQ,"['Shopping Centers', 'Shopping']",Tempe,"5000 S Arizona Mills Cir
Tempe, AZ 85282","{'Wednesday': {'open': '10:00', 'close': '21:00'}, 'Monday': {'open': '10:00', 'close': '21:00'}, 'Friday': {'open': '10:00', 'close': '21:00'}, 'Thursday': {'open': '10:00', 'close': '21:00'}, 'Tuesday': {'open': '10:00', 'close': '21:00'}, 'Saturday': {'open': '10:00', 'close': '21:00'}, 'Sunday': {'open': '11:00', 'close': '18:00'}}",33.384619,-111.960965,Arizona Mills,[],True,195,3.0,AZ,business,85282,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Wi-Fi': 'free'}",IoFggnoj1P4EcmNEP2K6Ng,"['Food', 'Coffee & Tea']",Tempe,"1707 E Southern Ave
Tempe, AZ 85282","{'Wednesday': {'open': '05:00', 'close': '23:00'}, 'Monday': {'open': '05:00', 'close': '23:00'}, 'Friday': {'open': '05:00', 'close': '05:00'}, 'Thursday': {'open': '05:00', 'close': '23:00'}, 'Tuesday': {'open': '05:00', 'close': '23:00'}, 'Saturday': {'open': '05:00', 'close': '05:00'}, 'Sunday': {'open': '05:00', 'close': '23:00'}}",33.3926383,-111.9110915,Xtreme Bean Coffee Co,[],True,170,3.5,AZ,business,85282,2
"{'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Wi-Fi': 'free'}",dewq6aevfoNFvJBqM7PG5A,"['Food', 'Coffee & Tea']",Tempe,"3141 S McClintock Dr
Ste 6
Tempe, AZ 85282","{'Wednesday': {'open': '06:00', 'close': '23:00'}, 'Monday': {'open': '06:00', 'close': '23:00'}, 'Friday': {'open': '06:00', 'close': '23:00'}, 'Thursday': {'open': '06:00', 'close': '23:00'}, 'Tuesday': {'open': '06:00', 'close': '23:00'}, 'Saturday': {'open': '06:00', 'close': '23:00'}, 'Sunday': {'open': '06:00', 'close': '23:00'}}",33.3946869526627,-111.908059550262,Gold Bar Espresso,[],True,105,3.5,AZ,business,85282,2
"{'Has TV': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Waiter Service': True, 'Wi-Fi': 'paid', 'Dogs Allowed': False}",DR313fx6DQbU_wcEFhr5vg,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Tempe,"2000 W. Westcourt Way
Tempe, AZ 85282","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.4033669363438,-111.973214149475,Phoenix Marriott Tempe at the Buttes,[],True,132,3.5,AZ,business,85282,2
"{'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Price Range': 3, 'Good for Kids': True}",wGAehOy0jG02k_FS5sx8CQ,"['Active Life', 'Sports Clubs', 'Gyms', 'Trainers', 'Fitness & Instruction']",Tempe,"1616 W Ruby Dr
Tempe, AZ 85284","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.3402863,-111.9647327,Life Time Fitness,[],True,101,4.0,AZ,business,85284,2
"{'Wheelchair Accessible': True, 'Attire': 'casual', 'Take-out': True, 'Noise Level': 'quiet', 'Accepts Credit Cards': True, 'Price Range': 3, 'Waiter Service': True, 'Wi-Fi': 'free', 'Good For Groups': True, 'Good For Kids': True, 'Outdoor Seating': True, 'Dogs Allowed': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': True, 'lot': True}, 'Has TV': True, 'Takes Reservations': True, 'Good For': {'lunch': False, 'breakfast': False, 'latenight': False, 'dessert': False, 'dinner': False, 'brunch': False}, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Alcohol': 'full_bar', 'Delivery': False, 'Caters': True, 'Good for Kids': True}",N82S_d9LfAVKi3OS59192A,"['Active Life', 'Hotels & Travel', 'Golf', 'Event Planning & Services', 'Hotels']",Litchfield Park,"300 E Wigwam Blvd
Litchfield Park, AZ 85340","{'Wednesday': {'open': '00:00', 'close': '12:00'}, 'Monday': {'open': '00:00', 'close': '12:00'}, 'Friday': {'open': '00:00', 'close': '12:00'}, 'Thursday': {'open': '00:00', 'close': '12:00'}, 'Tuesday': {'open': '00:00', 'close': '12:00'}, 'Saturday': {'open': '00:00', 'close': '12:00'}, 'Sunday': {'open': '00:00', 'close': '12:00'}}",33.4952867,-112.3556173,The Wigwam,[],True,120,4.0,AZ,business,85340,2
{'Good for Kids': True},kEsKrIJ6M1KOb8UALrpP7g,"['Active Life', 'Zoos', 'Aquariums']",Litchfield Park,"16501 W Northern Ave
Litchfield Park, AZ 85340","{'Wednesday': {'open': '09:00', 'close': '18:00'}, 'Monday': {'open': '09:00', 'close': '18:00'}, 'Friday': {'open': '09:00', 'close': '18:00'}, 'Thursday': {'open': '09:00', 'close': '18:00'}, 'Tuesday': {'open': '09:00', 'close': '18:00'}, 'Saturday': {'open': '09:00', 'close': '18:00'}, 'Sunday': {'open': '09:00', 'close': '18:00'}}",33.550406,-112.411351,Wildlife World Zoo & Aquarium,[],True,183,4.0,AZ,business,85340,2
"{'Wheelchair Accessible': True, 'Attire': 'casual', 'Take-out': False, 'Noise Level': 'average', 'By Appointment Only': False, 'Price Range': 3, 'Waiter Service': True, 'Wi-Fi': 'paid', 'Good For Groups': True, 'Outdoor Seating': True, 'Dogs Allowed': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Has TV': True, 'Takes Reservations': True, 'Good For': {'lunch': False, 'breakfast': True, 'latenight': False, 'dessert': False, 'dinner': False, 'brunch': False}, 'Ambience': {'casual': False, 'touristy': True, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Alcohol': 'full_bar', 'Delivery': False, 'Caters': True, 'Good for Kids': True}",p8yg26BbovkfL2iw7Pcg0Q,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Chandler,"5594 W Wild Horse Pass Blvd
Chandler, AZ 85226",{},33.266696887037995,-111.99153418078,Sheraton Wild Horse Pass Resort & Spa,[],True,114,3.5,AZ,business,85226,2
"{'Attire': 'casual', 'Takes Reservations': True, 'Take-out': False, 'Noise Level': 'average', 'Accepts Credit Cards': True, 'Price Range': 3, 'Waiter Service': False, 'Wi-Fi': 'paid', 'Good For Groups': True, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': True, 'street': False, 'validated': False, 'valet': False, 'lot': False}, 'Has TV': True, 'Wheelchair Accessible': True, 'Good For': {'lunch': False, 'breakfast': False, 'latenight': False, 'dessert': False, 'dinner': False, 'brunch': False}, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': False, 'trendy': False, 'classy': False, 'upscale': False}, 'Delivery': False, 'Caters': False, 'Good for Kids': False}",KNIFSqzQADOZWDO_7T-KzA,"['Hotels & Travel', 'Event Planning & Services', 'Venues & Event Spaces', 'Hotels']",Phoenix,"122 North 2nd St
Phoenix, AZ 85004","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.449858,-112.071886,Hyatt Regency Phoenix,[],True,139,3.5,AZ,business,85004,2
{},mCUKDoJdHLF4f1tGT9xC0g,"['Hotels & Travel', 'Car Rental']",Phoenix,"Phoenix Sky Harbor Airport
1805 East Sky Harbor Circle South.
Phoenix, AZ 85034","{'Wednesday': {'open': '00:00', 'close': '00:00'}, 'Monday': {'open': '00:00', 'close': '00:00'}, 'Friday': {'open': '00:00', 'close': '00:00'}, 'Thursday': {'open': '00:00', 'close': '00:00'}, 'Tuesday': {'open': '00:00', 'close': '00:00'}, 'Saturday': {'open': '00:00', 'close': '00:00'}, 'Sunday': {'open': '00:00', 'close': '00:00'}}",33.431585,-112.040861,Hertz Rent A Car,[],True,155,2.0,AZ,business,85034,2
"{'Noise Level': 'average', 'Music': {'video': False, 'jukebox': True, 'live': False, 'dj': True}, 'Happy Hour': True, 'Accepts Credit Cards': False, 'Price Range': 1, 'Good For Groups': True, 'Outdoor Seating': False, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': True}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Open 24 Hours': False, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Coat Check': False}",cqIHyZ3Q0D4vBi-vb4mi-g,"['Dive Bars', 'Pubs', 'Bars', 'Nightlife', 'Lounges']",Phoenix,"1502 Grand Ave
Phoenix, AZ 85007","{'Wednesday': {'open': '15:00', 'close': '02:00'}, 'Monday': {'open': '15:00', 'close': '02:00'}, 'Friday': {'open': '15:00', 'close': '02:00'}, 'Thursday': {'open': '15:00', 'close': '02:00'}, 'Tuesday': {'open': '15:00', 'close': '02:00'}, 'Saturday': {'open': '15:00', 'close': '02:00'}, 'Sunday': {'open': '15:00', 'close': '02:00'}}",33.4591334,-112.0915576,Bikini Lounge,[],True,153,4.0,AZ,business,85007,2
"{'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Wheelchair Accessible': True, 'Price Range': 2}",cPicR-HVE2y8J2FGLg65NA,"['Jewelry', 'Shopping', 'Piercing', 'Beauty & Spas']",Phoenix,"10 W Camelback Rd
Phoenix, AZ 85013","{'Wednesday': {'open': '11:00', 'close': '20:00'}, 'Monday': {'open': '11:00', 'close': '20:00'}, 'Friday': {'open': '11:00', 'close': '20:00'}, 'Thursday': {'open': '11:00', 'close': '20:00'}, 'Tuesday': {'open': '11:00', 'close': '20:00'}, 'Saturday': {'open': '11:00', 'close': '20:00'}, 'Sunday': {'open': '12:00', 'close': '18:00'}}",33.5095493,-112.0745274,Halo Precision Piercing & Jewelry,[],True,119,4.5,AZ,business,85013,2
"{'Noise Level': 'loud', 'Music': {'video': False, 'jukebox': False, 'live': True, 'dj': False}, 'Happy Hour': False, 'Accepts Credit Cards': True, 'Price Range': 1, 'Good For Groups': True, 'Outdoor Seating': False, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': True, 'validated': False, 'valet': False, 'lot': False}, 'Smoking': 'outdoor', 'Has TV': False, 'Wheelchair Accessible': False, 'Open 24 Hours': False, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Good for Kids': False, 'Coat Check': False}",ybXlbfOjrKDdz5NoC-G9Gw,"['Arts & Entertainment', 'Nightlife', 'Music Venues']",Phoenix,"4631 N 7th Ave
Phoenix, AZ 85013","{'Wednesday': {'open': '20:00', 'close': '01:00'}, 'Monday': {'open': '20:00', 'close': '01:00'}, 'Friday': {'open': '19:30', 'close': '01:00'}, 'Thursday': {'open': '19:30', 'close': '01:00'}, 'Tuesday': {'open': '20:00', 'close': '01:00'}, 'Saturday': {'open': '19:30', 'close': '01:00'}, 'Sunday': {'open': '20:00', 'close': '01:00'}}",33.5050954,-112.0821253,Char's Has the Blues,[],True,113,4.5,AZ,business,85013,2
"{'Good For Groups': True, 'Noise Level': 'very_loud', 'Music': {'video': False, 'jukebox': False, 'live': False, 'dj': True}, 'Ages Allowed': '21plus', 'Accepts Credit Cards': True, 'Price Range': 1, 'Coat Check': False, 'Outdoor Seating': True, 'Alcohol': 'full_bar', 'Parking': {'garage': False, 'street': False, 'validated': False, 'valet': False, 'lot': True}, 'Smoking': 'outdoor', 'Has TV': True, 'Wheelchair Accessible': True, 'Ambience': {'casual': False, 'touristy': False, 'hipster': False, 'intimate': False, 'romantic': False, 'divey': True, 'trendy': False, 'classy': False, 'upscale': False}, 'Good For Dancing': True, 'Happy Hour': True}",eFK2QePKvAowH-uX-0V4hQ,"['Bars', 'Gay Bars', 'Nightlife', 'Dance Clubs']",Phoenix,"727 W Camelback Rd
Phoenix, AZ 85013",{},33.508834,-112.083991,Charlie's,[],True,103,3.0,AZ,business,85013,2
