street,lot,dep_stores,rest,shopping,hotel,art,score
FALSE,FALSE,152,921.5,61,0,32.5,18
FALSE,TRUE,0,3542,31.5,0,0,164.5
FALSE,FALSE,0,178,124,0,0,22
FALSE,FALSE,0,742,58,0,0,20
FALSE,TRUE,0,752,0,560,0,450
FALSE,TRUE,0,192,28,0,0,212
FALSE,FALSE,0,24,0,560,0,21
FALSE,FALSE,0,806,138,0,31.5,38.5
FALSE,TRUE,0,866,125.5,0,0,266
FALSE,TRUE,0,1162,0,560,0,40
FALSE,FALSE,0,475.5,378,0,0,12
FALSE,TRUE,24.5,1393,378,0,0,385
FALSE,TRUE,0,444,125.5,0,0,688
FALSE,TRUE,0,0,0,0,0,969.5
FALSE,FALSE,0,788.5,138,0,31.5,56
FALSE,TRUE,52.5,2621.5,54,0,44,256
FALSE,FALSE,0,418.5,378,0,0,69
FALSE,TRUE,0,52,0,0,0,84
FALSE,TRUE,0,84,0,0,0,52
FALSE,TRUE,0,0,0,0,0,159
FALSE,FALSE,0,0,0,525,0,884
FALSE,TRUE,0,15,0,0,192,68
FALSE,TRUE,0,3383,0,0,0,14
FALSE,TRUE,0,170,58,0,0,380
FALSE,FALSE,24.5,931,148,0,0,91
FALSE,TRUE,0,2493.5,108.5,0,0,63
FALSE,TRUE,0,1010,0,560,0,192
FALSE,TRUE,24.5,1585.5,378,0,0,288
FALSE,TRUE,0,222,28,0,0,12
FALSE,TRUE,0,1008,275,0,0,456
FALSE,TRUE,0,1199,0,560,0,24
FALSE,TRUE,0,1132,0,560,0,70
FALSE,TRUE,168,2128.5,85.5,0,0,378
FALSE,FALSE,0,2050,30,0,0,25
FALSE,FALSE,0,562.5,122,0,0,16
FALSE,FALSE,0,21.5,105,0,0,15
FALSE,FALSE,0,1810.5,69,0,0,4.5
FALSE,FALSE,0,1497.5,58.5,0,0,7.5
FALSE,FALSE,0,699,124,0,0,20
FALSE,TRUE,231.5,1444,213.5,0,0,52.5
FALSE,FALSE,0,2195,139,0,0,25
FALSE,TRUE,231.5,2723,150.5,0,0,441
FALSE,TRUE,0,2025,30,0,0,50
FALSE,TRUE,168,2966.5,146,0,0,66.5
FALSE,TRUE,168,2368.5,75,0,0,108
FALSE,TRUE,0,722,58.5,0,0,245
FALSE,TRUE,231.5,2815,156,0,0,35
FALSE,TRUE,0,2440.5,119,0,0,45
FALSE,TRUE,231.5,924,138.5,0,0,60
FALSE,TRUE,168,2976,168.5,0,0,132
FALSE,TRUE,0,582.5,0,0,0,73.5
FALSE,FALSE,0,0,21,0,0,20
FALSE,FALSE,231.5,2800.5,206.5,0,0,38.5
FALSE,TRUE,168,2966.5,146,0,0,66.5
FALSE,FALSE,0,1816,58.5,0,0,7.5
FALSE,TRUE,0,1246,58.5,0,0,220
FALSE,FALSE,0,1804.5,69,0,0,10.5
FALSE,TRUE,0,1188.5,30,0,0,886.5
FALSE,FALSE,0,28.5,105,0,0,8
FALSE,FALSE,0,798,144.5,0,0,68
FALSE,TRUE,0,171.5,49.5,0,0,132
FALSE,TRUE,0,1539,30,0,0,536
FALSE,FALSE,0,775,144.5,0,0,91
FALSE,FALSE,0,474.5,88,0,0,28
FALSE,FALSE,0,291,49.5,0,0,12.5
FALSE,TRUE,0,1787,69,0,0,28
FALSE,TRUE,0,1793.5,58.5,0,0,30
FALSE,TRUE,168,3313.5,187,0,0,62.5
FALSE,TRUE,0,1249.5,131.5,0,0,50
FALSE,TRUE,10.5,739.5,54,0,0,147
FALSE,FALSE,0,862.5,390,0,0,24
FALSE,FALSE,10.5,837.5,390,0,0,49
FALSE,FALSE,0,21,0,0,0,12
FALSE,TRUE,0,494.5,192,0,0,10.5
FALSE,TRUE,10.5,764,390,0,0,122.5
FALSE,TRUE,10.5,666.5,390,0,0,220
FALSE,FALSE,10.5,870.5,390,0,0,16
FALSE,FALSE,10.5,874,390,0,0,12.5
FALSE,FALSE,85.5,3870,423,0,0,33
FALSE,FALSE,152.5,3882,427,0,0,21
FALSE,FALSE,152.5,3863,427,0,0,40
FALSE,TRUE,0,572,12,0,0,116
FALSE,TRUE,123,3004.5,52,0,40.5,140
FALSE,FALSE,152.5,3882,427,0,0,21
FALSE,FALSE,123,2922.5,52,0,40.5,77
FALSE,FALSE,0,1142.5,30,0,0,20
FALSE,TRUE,123,1945,52,0,0,395.5
FALSE,FALSE,0,10.5,78,0,122.5,30
FALSE,FALSE,0,1882.5,82,0,0,17.5
FALSE,TRUE,123,3139.5,82,0,0,124
FALSE,TRUE,0,1393.5,410,0,0,272
FALSE,TRUE,0,73,103.5,0,0,140
FALSE,FALSE,159,2242,342,0,76,42
FALSE,FALSE,0,1224,42,0,0,30
FALSE,FALSE,0,833.5,135,0,0,12
FALSE,FALSE,0,178,108,0,0,6
FALSE,FALSE,0,170,108,0,0,7.5
FALSE,TRUE,0,78,47,0,0,60
FALSE,TRUE,0,652,135,0,0,193.5
FALSE,TRUE,12.5,1005.5,238.5,0,0,464
FALSE,FALSE,0,739.5,255,0,126,17.5
FALSE,TRUE,0,1401.5,504,0,0,264
FALSE,FALSE,197,2557,1105.5,0,0,20
FALSE,TRUE,277,3337.5,831,0,0,203
FALSE,TRUE,0,1341.5,407,0,0,132
FALSE,TRUE,0,1488.5,476,0,0,328
FALSE,TRUE,197,4105.5,1097.5,0,0,18
FALSE,FALSE,0,2235.5,229,0,0,15
FALSE,TRUE,159,2203.5,342,0,76,80.5
FALSE,FALSE,0,2232.5,229,0,0,18
FALSE,TRUE,0,374.5,0,0,0,66.5
FALSE,FALSE,0,727,255,0,126,30
FALSE,TRUE,0,1573.5,504,0,0,92
FALSE,FALSE,0,586.5,56,0,126,28
FALSE,TRUE,0,697,255,0,0,60
FALSE,TRUE,0,581,18,0,0,42
FALSE,FALSE,159,2272,342,0,76,12
FALSE,TRUE,0,283.5,128,0,0,571.5
FALSE,TRUE,121,3599,517,0,0,196
FALSE,TRUE,0,623.5,128,0,0,65
FALSE,TRUE,12.5,1343.5,238.5,0,0,126
FALSE,TRUE,122.5,1660,249,0,0,16
FALSE,TRUE,0,518,27,0,45.5,136
FALSE,FALSE,0,837,128,0,0,18
FALSE,TRUE,0,516.5,56,0,126,98
FALSE,TRUE,0,757.5,135,0,0,88
FALSE,FALSE,0,1601.5,504,0,0,64
FALSE,TRUE,0,845.5,156,0,0,60
FALSE,FALSE,197,3032,941,0,0,14
FALSE,FALSE,0,831,128,0,0,24
FALSE,FALSE,0,161,33.5,0,0,59.5
FALSE,FALSE,0,2232.5,229,0,0,18
FALSE,TRUE,201,3542,402,0,0,363
FALSE,FALSE,0,69.5,44,0,0,6
FALSE,TRUE,235,3493,573,0,76,54
FALSE,TRUE,197,3475,962,0,0,115.5
FALSE,TRUE,0,1509.5,643.5,0,0,51
FALSE,FALSE,44,297,92.5,0,10.5,35
FALSE,TRUE,44,254,92.5,0,10.5,78
FALSE,TRUE,0,136,27,0,0,75
FALSE,TRUE,0,832,135,0,0,13.5
FALSE,TRUE,0,1785,196.5,0,153,372
FALSE,FALSE,0,163,108,0,0,15
FALSE,TRUE,0,1785,194,0,21,348
FALSE,TRUE,0,1638.5,504,0,0,27
FALSE,TRUE,0,189,0,0,0,252
FALSE,FALSE,0,0,25,0,0,6
FALSE,TRUE,12.5,1329.5,238.5,0,0,140
FALSE,TRUE,0,1340.5,407,0,0,133
FALSE,TRUE,0,1284.5,629.5,0,0,276
FALSE,TRUE,0,1260,379.5,0,0,213.5
FALSE,TRUE,0,15,0,325.5,0,39
FALSE,FALSE,0,39,0,325.5,0,15
FALSE,FALSE,0,1500,607,0,0,20
FALSE,FALSE,0,45,0,0,0,10.5
FALSE,TRUE,0,889.5,0,0,0,63
FALSE,FALSE,0,0,0,0,0,36
FALSE,TRUE,0,0,0,0,0,1528
FALSE,TRUE,0,459.5,0,0,20,73.5
TRUE,TRUE,0,49,0,0,0,168
FALSE,TRUE,0,190,0,0,0,27
FALSE,TRUE,0,212.5,36,0,0,171
FALSE,TRUE,0,686.5,0,0,0,266
FALSE,FALSE,0,105,0,0,0,17.5
FALSE,TRUE,0,10,0,0,0,294
FALSE,TRUE,0,360.5,0,0,0,592
FALSE,FALSE,0,127.5,0,5,0,16
FALSE,FALSE,0,3596,7.5,0,0,45
FALSE,FALSE,0,294,0,0,0,10
FALSE,FALSE,0,0,0,0,0,13.5
FALSE,FALSE,0,3623.5,7.5,0,0,17.5
FALSE,TRUE,0,83,0,5,0,105
FALSE,TRUE,0,0,0,33,0,159
FALSE,TRUE,0,10.5,0,0,0,36
FALSE,FALSE,0,33,14,0,0,30
FALSE,TRUE,0,13.5,0,0,0,28
FALSE,TRUE,0,33,14,0,0,15
FALSE,FALSE,0,0,0,0,0,20
FALSE,TRUE,0,903,0,0,0,101.5
FALSE,TRUE,0,17.5,44,0,0,160
FALSE,TRUE,0,55.5,0,0,0,84
FALSE,FALSE,0,22.5,15,0,0,14
FALSE,TRUE,0,0,0,0,0,104
FALSE,FALSE,0,132.5,0,0,0,7
FALSE,FALSE,0,0,0,0,0,12
FALSE,TRUE,0,14,15,0,0,22.5
FALSE,TRUE,0,115.5,0,0,0,24
FALSE,FALSE,0,0,0,0,0,13.5
FALSE,TRUE,0,115,0,0,0,24.5
FALSE,TRUE,0,297,4.5,18,0,32.5
FALSE,TRUE,0,215.5,4.5,18,0,114
FALSE,TRUE,0,394,4.5,18,0,45.5
FALSE,FALSE,0,0,0,0,0,13.5
TRUE,TRUE,0,18,0,0,0,220
FALSE,FALSE,0,433.5,4.5,18,0,28
FALSE,FALSE,0,389.5,4.5,46,0,50
FALSE,TRUE,0,174.5,0,18,0,22
FALSE,TRUE,0,39,0,0,0,31.5
FALSE,FALSE,0,624,0,0,0,31.5
FALSE,FALSE,4.5,125.5,24,0,0,7.5
FALSE,FALSE,0,179.5,0,0,0,7.5
FALSE,TRUE,0,0,0,0,0,104
FALSE,TRUE,4.5,30,0,0,0,120
FALSE,FALSE,0,6,30,0,0,12.5
FALSE,TRUE,0,39.5,0,0,0,35
FALSE,FALSE,4.5,250.5,18,0,0,7.5
FALSE,FALSE,0,77.5,0,0,0,4.5
FALSE,TRUE,0,140,0,0,0,508
FALSE,FALSE,0,547,0,0,0,108.5
FALSE,TRUE,0,1569,18,0,0,856
FALSE,TRUE,0,0,0,0,0,30
FALSE,FALSE,4.5,115.5,24,0,0,17.5
FALSE,TRUE,0,9,0,0,0,100
FALSE,FALSE,0,113.5,0,0,0,9
FALSE,TRUE,0,3026,54.5,25,0,42
FALSE,FALSE,0,3049.5,38.5,25,0,12.5
FALSE,TRUE,66.5,1230.5,453,20,180,159
FALSE,FALSE,0,4180.5,99.5,0,0,20
FALSE,FALSE,63,1877,519,0,180,18
FALSE,TRUE,0,1657.5,40,89,0,896
FALSE,FALSE,0,4173.5,99.5,0,0,27
FALSE,TRUE,66.5,2240.5,547,20,180,99
FALSE,TRUE,105.5,3249,343,20,180,105
FALSE,TRUE,0,3751.5,159.5,0,0,344
FALSE,FALSE,0,4216,159.5,0,0,24.5
FALSE,TRUE,0,4133.5,159.5,0,0,162
FALSE,TRUE,0,1841,45,0,0,200
FALSE,FALSE,0,133,0,0,0,12
FALSE,TRUE,0,624,112,0,31.5,511
FALSE,TRUE,63,878,421,0,0,312
FALSE,TRUE,105.5,3739,798,20,180,138
FALSE,FALSE,102,2541,456.5,0,180,70
FALSE,TRUE,66.5,3303,575,20,180,210
FALSE,TRUE,66.5,3236.5,441,20,180,63
FALSE,TRUE,63,718,217,0,0,196
FALSE,TRUE,0,1542,54.5,25,0,1520
FALSE,TRUE,0,3152,78.5,25,0,448
FALSE,FALSE,0,4083.5,159.5,0,0,12
FALSE,FALSE,0,2511.5,40,0,0,42
FALSE,TRUE,0,2967.5,54.5,25,0,94.5
FALSE,TRUE,0,2859.5,159.5,0,0,252
FALSE,FALSE,66.5,2240.5,819,20,180,17.5
FALSE,TRUE,0,2005.5,45,0,0,416
FALSE,FALSE,63,1151.5,367.5,0,0,38.5
FALSE,TRUE,0,30,0,0,0,38.5
FALSE,TRUE,105.5,3310,798,20,180,567
FALSE,TRUE,39,3191,192.5,20,180,196
FALSE,TRUE,105.5,3590,721,20,180,128
FALSE,TRUE,0,0,0,0,0,1104
FALSE,FALSE,0,1064,56,0,0,20
FALSE,FALSE,0,1076.5,56,0,0,7.5
FALSE,FALSE,0,1057,56,0,0,27
FALSE,FALSE,0,1071.5,56,0,0,12.5
FALSE,TRUE,0,1069,56,0,0,15
FALSE,TRUE,0,2917,152,0,0,15
FALSE,TRUE,0,2797,152,0,0,126
FALSE,TRUE,0,3672,60,0,211.5,165
FALSE,FALSE,0,1584.5,0,0,0,31.5
FALSE,FALSE,0,1270.5,235,0,0,9
FALSE,TRUE,0,502.5,287,0,0,30
FALSE,TRUE,13.5,2899,60,0,211.5,376
FALSE,FALSE,0,3783,30,0,211.5,54
FALSE,TRUE,0,2027.5,152,0,0,460
FALSE,TRUE,0,2132.5,75,0,0,32.5
FALSE,TRUE,0,1455,0,0,0,161
FALSE,FALSE,13.5,2755,347,0,211.5,21
FALSE,TRUE,0,2373.5,30,0,211.5,255.5
FALSE,TRUE,0,2528,152,0,0,367.5
FALSE,TRUE,0,2117,55,0,0,48
FALSE,TRUE,0,2612,152,0,0,283.5
FALSE,TRUE,0,143.5,15,22.5,0,325.5
FALSE,TRUE,45.5,3854,705.5,0,216,56
FALSE,TRUE,150.5,4861.5,1099,0,216,234.5
FALSE,FALSE,45.5,8465.5,787.5,0,216,77
FALSE,FALSE,45.5,3898,705.5,0,216,12
FALSE,FALSE,45.5,3878,705.5,0,216,32
FALSE,TRUE,213.5,4948,744.5,0,216,99
FALSE,TRUE,45.5,3670,705.5,0,216,240
FALSE,TRUE,28,334.5,83.5,0,0,243
FALSE,TRUE,45.5,3749,317,0,216,84
FALSE,TRUE,45.5,3765,705.5,0,216,145
FALSE,TRUE,45.5,5206.5,361,0,216,276
