biz_id,lat,lon,score
RfR5yc4j9coIPBuxRsOW8Q,36.1423109,-115.2084303,899.5
yY5y9PjyPWd-8Pl1XkkBVA,36.15102768,-115.2087708,153
Vkm6ZWlPhIioFk6xiypSjg,36.12633057,-115.1970765,28
4qHd6e7kAL9dszYrQUkjLg,36.143114,-115.208505,18
7sw8yneJ0H2CUf-4sBKP0w,36.1264833,-115.2076648,70
#NAME?,36.144737,-115.191245,206.5
oMgp0SW0fwyxT-bj4SEL_g,36.144051,-115.198702,15
cZxez9tUb9hqV3KXq5YPAQ,36.1446996,-115.1551759,273
ocZ8pz-8iSz5avdPKnoalA,36.15972815,-115.1719898,122.5
fUdr6QMsrBGOYpxS6Dcjdg,36.145534,-115.179144,552
GLWix4aqJoD4HyvKqLdP8A,36.1441893,-115.1744492,98
4UVhuOLaMm2-34SrW8y-ag,36.1259079,-115.1979065,4504
PTbikfcSHR1dTze0EJQMlA,36.145733,-115.190277,96
t0PNqBiITGf_AY6uNsaD5g,36.1339943,-115.1835685,56
1ldDbggHHgPlj3k0SpBTKQ,36.1263784,-115.1969938,620
MR3-Ll-hoUGZMA-B1MTgGQ,36.158457,-115.165013,12
0EZ3j0POS4FC5zYjUDU4Cg,36.102015,-115.2965319,20
v8TQwyxEj4or2Yng6y0S7A,36.125908,-115.197904,426
YZuHOgbKiP3dN4_ROOUyDQ,36.1440928,-115.1611434,1064
sewf0n2bOKcKTvy2Xo1H8g,36.1592159,-115.1619706,39
eoDEx1GGQA0CBDhy2ql_Kw,36.1590433,-115.1711308,1780
SkxqO4FgEJebz7kCzjvYYQ,36.1438391,-115.1610842,28
Yin_BwfzTOdC8VY9ZD4K6w,36.1441292,-115.1614606,1062
JBMfMZS_Oac8_ktOULqTAg,36.1443115,-115.1875972,20
mjgs24NO7oZvwafPKN5dDw,36.1447295,-115.2041571,35
QkVSaXjg5475VD3sZixCZQ,36.143114,-115.208505,182
pj0vl4DIlDCChe80Df40Yw,36.1497263,-115.2076644,500
MI0OfnmlfkUh2xPhT1lQSg,36.1590061,-115.2026403,67.5
FkXmvdpccuMFfNI6zgmXEA,36.1450429,-115.2076154,72
FM1Jlw53TB-lxqlXIdxrQg,36.1445909,-115.2026919,10.5
Bs7FcmlfHfCq2lf-FUKLCw,36.1445909,-115.2026919,88
FZ_ne5hPqmeEesVZphq_3Q,36.143476,-115.206941,20
xxOQ7h6s3InV8o8DOVHlMA,36.1440209,-115.1938661,2101.5
UsZ9ZvDh8Fo5mZeKs4w9mg,36.1486584,-115.2098129,54
ChnL7kA9lbcMVmmCvnecZQ,36.1263007,-115.203735,40
V3S6RpKgYc5XCLjgI9JeeQ,36.144017,-115.193618,119
dR-Zz3l3ws-P08dI6F8Zew,36.144013,-115.193147,49.5
9JZzT2BMalNseFn11x5EIQ,36.132369,-115.1916549,110
pPJyi5kggzTibTxSPuRd0g,36.1443404,-115.1972121,760
SWTc_3L9Y4SKyNs_OhqeIg,36.1439467,-115.2080383,72
CHhYILNXTM3DIhmnpXlB3Q,36.142482,-115.208553,60
a_qTdBz81-tgsd3UGmaT5Q,36.15886145,-115.1968362,88
SfrHdU4NCkYWvERnWaOUqQ,36.1564508,-115.2072046,682.5
PSSb7S4t8j4W3RtjY-9fiQ,36.1458129,-115.2076281,25
ZR87Qw2sB-ljFWClGk6X0A,36.158728,-115.205348,7.5
J7azgDB3RQOVFHfyVEk5HA,36.1589913,-115.2003983,80.5
kAlR7X4jiDPZdISJAAKkmg,36.1446162,-115.2046243,38.5
Xo7K1LugLnT4pGc5TtwHRA,36.144807,-115.2026045,186
Tigw_9LXyHL63Eu3XAXwRw,36.1263784,-115.1969938,192
zFcd_gelAUEwAvJOgiZpvg,36.1258338,-115.2034239,1081.5
bqYrEwL5xjqv0u8XAij--Q,36.125964,-115.1976,1461
0ACVidzreTcv88AHqWXqNA,36.158728,-115.067454,7.5
YqeK6ARj8ojseNCIYdg5WQ,36.1428997,-115.1404237,4.5
HxV4JCF-h0Novbbz5doapA,36.150704,-115.15304,100
ZndQfdbLU8pnD7b6_Z05KA,36.159189,-115.127554,33
0jkZZRywo3wlmZcuCFbSEg,36.158865,-115.1272238,84
RlUxQZja-n9J0oPi24g8DQ,36.149751,-115.0762536,77
uy9IblmbJogF1TEUc6JHzw,36.147371,-115.155365,202.5
83C1eqPfmQHTy_8MC4Ug6w,36.14770952,-115.1552059,477
4Bjn6QdaJIvsmcspcucOkA,36.1523679,-115.153815,28
1rjOg5oc2Mic0ssqj2ex7A,36.157276,-115.115242,49.5
dH3rJa4JSxmlyAwg8kPLOQ,36.1493938,-115.1538735,84
q0aoi6vsi9TBU5-k3FfOOw,36.1530812,-115.1509664,297.5
cJTgJTzEWg5ErWnvaHsUBA,36.155323,-115.149618,553
H5f7zLtinbyFLIKFGs5p9g,36.1588428,-115.124292,10.5
DqzyOJTJXu0Iwi8og5DJDA,36.156773,-115.148335,476
NEXdqFaG_i5n5tuPs6y12g,36.1584618,-115.119375,4
9oFB8IPpsRkhlE8WrDMV-Q,36.1588445,-115.1212644,18
CR9F3ZctIiJqawDaa1w3IA,36.158279,-115.140667,77
KHsTmXPujzm6-VrnyhT0dw,36.157345,-115.1483131,238
4UskRuHsAnhF2Gzf0L1zpw,36.158472,-115.123067,18
xNyTjXh2FRuT4Z8Ncj9WhA,36.147189,-115.0653489,4.5
c8eY_s8VO4qjAhOXo3Ua2g,36.1455103,-115.1163131,171
iBzcMrnbZTBe8aYPgK3_Pg,36.1588157,-115.0877703,14
0aV8mzabKSFylfi0NQGqlQ,36.1584563,-115.1275613,620
6S8VwQ22xdj7rOX00SceJg,36.1439863,-115.1464168,143.5
KwLfgeylp9d8zY3KacREiw,36.14252394,-115.1425263,1872
DNpz7hPQtIpzInSQIWmVTw,36.14430822,-115.1456908,69
e15ZAv4Tcgkae-ZfCf3SXw,36.1421289,-115.1423943,40
6jdKnIjJ9n5knZoSj7qtDw,36.144553,-115.136886,12.5
qeOrjo2GlITleeZiW8y-fw,36.1442526,-115.1369445,7.5
QXUI3ZEnPw0j55qjwjiOnA,36.1429063,-115.1405587,524
-5biAn5qQYk3X5NYlA98pw,36.1421289,-115.1423943,18
YkRwenPlQRloPFOX5l-iEA,36.1429063,-115.1405587,27
SdVDnb279GGs2qAUSVz05A,36.144149,-115.1365689,339.5
KdJJFvYI9w5xF0EVYPbXMA,36.161671,-115.1732582,572
3yngAIX96guuZeZ3wbpGdQ,36.1656948,-115.160885,66.5
S3EALtejgXNU4rfui6IriQ,36.160499,-115.172372,14
nVPe8vSrvGStsupNliN9nA,36.1652351,-115.1557538,18
0w46K_07XbKvCMe8qV6Qow,36.1652351,-115.1557538,10.5
sFHj_WK6rzEeGcJxtvxrRQ,36.1959429,-115.1606081,14
CNdV0G_B5bKSpDrQa55rhA,36.188135,-115.160418,7.5
BxmtmGLXI3EEjhVSYiuK0w,36.1769889,-115.1744417,40
lDxRfwppdtRPixGb94M4LA,36.1958369,-115.1523207,36
X4B9b-0zEClDIiN0AyCdcQ,36.177463,-115.176519,22.5
b6qYCOz0vzJW4U81XLY8IA,36.1948837,-115.1606906,144
uCx8VZw2oiAdi7wFnoPs-w,36.1798935,-115.1774707,10.5
bPUwJQyifP24uhGrou_64g,36.180793,-115.178365,3
X3KntOlUTkVL4KUKQcPehw,36.1995143,-115.1970815,45.5
3-nZku9T-trCsNpF6AsjgA,36.161671,-115.1732582,52
nF_mARnVRFQpS3boDNgy_w,36.203862,-115.2432571,21
q28CkzJaV5yKPXysY8xewA,36.01045227,-115.1185532,450
310xHIFxZKqthaPlkQ0_dg,36.2140139,-115.2424449,6
CEF6X27u5XW-oMbJ81N7Rg,36.2022416,-115.2232193,40
2hamzyOZt6urf6pFnf2u6g,36.198783,-115.242978,32.5
U0ZAoQx7ABrj9BGjbf5WmA,36.189324,-115.241662,59.5
7CVoKgPjQS9KknIsz3Bhcg,36.19668,-115.223459,10
QXTN5WwZxvf-Z940RmDUdQ,36.1941506,-115.2061228,269.5
jjYxQMJrOpz-Z7ziFtXxBw,36.1992487,-115.2424229,15
3jFf5lFqb2HRrvMdRP8e1Q,36.195937,-115.227792,12
gDPtptHj8PlVEhiL9aHjdQ,36.1975038,-115.2061081,28
X0cEpOYi0Gf-S_-xb8OZVQ,36.195393,-115.241323,1152
No0SNrxkX6ADEde-9QwtMw,36.1961848,-115.2419895,199.5
CpUPzwk4rsV6UUgqEu1nqQ,36.1964438,-115.2402759,93
rAZglrxLotA9xaa7KPXV5g,36.18557,-115.207581,316
PuST-CDb8kDKLX7_ESVyeQ,36.2140139,-115.2424449,32
jhO8q-4sAvlkEUC3HbBRmw,36.071737,-115.1978446,164
SfHdMvLXrOeJmgpQB6AFRA,36.1879988,-115.2075749,156
XaJQnEg63F-CJ9kNhcqOjw,36.1958234,-115.2248005,30
d0cISYKFpXM55FzrMShLmw,36.2031202,-115.2424724,67.5
0Em690KhL9M-WqwdWlPRfA,36.1945164,-115.205875,24.5
Xro3j2fouA42Stc540ZDvw,36.197314,-115.241409,112.5
yvd3w1h4PnLV6DaVx91cWg,36.1971779,-115.2237411,21
Rhdmmw6a0qdKE198eSCIJg,36.195414,-115.230741,24
Fw95xLMdwO9LoOtbBThr9w,36.19813466,-115.2424329,152.5
2Hh2SOWvp5IkAAO4PQ0n2Q,36.1959012,-115.2324571,72
SXsg-hXKPZVNswyNc83IAA,36.1959191,-115.2249305,14
0lQDOFqEVB1LQhkS2kN1RA,36.2171468,-115.2253774,80.5
Trlr-E66o3UHjTbuybRGVg,36.2179656,-115.2404192,22.5
7hZGtb0Gd3aRcG1VH-Udcw,36.219365,-115.244985,80.5
pcIPHOoQZuQFfarij73Qcw,36.218618,-115.243688,15
L_Gfp6E0yfn8QdDaIno_ZQ,36.1736178,-115.0755764,20
aBQbdQz_xQaw0-hNDk5TKg,36.165734,-115.0626506,18
TwLwfoq4zYGNKSiDHflh7w,36.1599337,-115.079983,30
LcVBQ-7aF87OR-vlKX5m-Q,36.1605253,-115.0616531,157.5
H2dKOR0fzYiv7ebVk3ELzw,36.1754227,-115.0623694,35
vhjdXf1dpYpV_unDVMFuEg,36.1739559,-115.09775,4.5
MDtMPwFswJ2FsNvrF34GDA,36.1802306,-115.0623318,31.5
SSaoS_UgB7VgA9OavxZIbA,36.1627045,-115.0623846,15
zlqTqki1aZUAuVnDsFsvYg,36.1700842,-115.0623466,14
u8eDm6srUIpPuTS7Qt6xHw,36.1782447,-115.0796701,49.5
CPTiooPIwzbM-WJc1Rsytg,36.1612711,-115.0624468,15
vTjwSPEpaPdqUtjPk7lRyA,36.16481,-115.0617998,48
cD2VsBOKxygjV7BKbU8SRA,36.1682808,-115.0615651,94.5
S4a607Bq69h7b9fNmjB-nw,36.1756743,-115.0624815,15
G9u_zp_sF3wumgk1gaILKw,36.1774933,-115.0618694,24
qKZzLdcMouXji7YASALbBw,36.1738204,-115.0648608,63
7P9k2NQPeIyF1TkH5cKQVg,36.1782211,-115.0617214,216
aXgzCfEzgi9T998rQyZFvA,36.1871865,-115.0623681,36
vkOmXXrO-ALfz76TF6s_Gg,36.173102,-115.077982,22
hhC02OKU6BWRvrNJQiEIUw,36.0932467,-115.203383,112
CApvjaNmMJUnfzz5hVpjrA,36.086682,-115.242907,26
7A6RHKyblsmvHf2F377WMQ,36.092861,-115.2085216,400
ff00hYO8rPFDOF8YKhLTdw,36.0922493,-115.208489,40
T2NesLFF9Xhlho3iw8i53g,36.097522,-115.208574,112
e-eqwMPMDXPYSdwkQbYhSw,36.0894888,-115.2431996,62.5
sC58XGwsZowovN1CnKktOg,36.098857,-115.208321,148
I5vURIFijxnW2sdaDl7bpw,36.086835,-115.196276,21
v_M8BMz3O93iwFtpkCT9nA,36.095691,-115.189211,20
qp6lyLN1TuRu3vkwbdRjlA,36.2395163,-115.0562582,225
a9Z5KKEDaC4Y4MHiRZhzzA,36.0922493,-115.208489,63
QTJdaJ9IWf0fC0bK2Bdw7Q,36.071999,-115.114102,112
qdAxH_RrFaYqLD-g30N2fA,36.11350091,-115.2964909,647.5
co21KMC055CxSMzdMeD0XQ,36.0720741,-115.1078327,27
iFc5PtaEHokNu1GVfnAUTA,36.072197,-115.099437,15
9WlnoukRsZyFwOAd6Ycbmg,36.0721501,-115.094014,18
ky6c1bhp1695tWLfnyKOyQ,36.0146273,-115.117155,440
v9JixZ_wMP6-ftb4EYTqIg,36.086046,-115.071956,10.5
NNSDXtjgNUNAgQH99R0yWw,36.071805,-115.099184,48
957AgCsV5hhFLDJ5aw546w,36.071707,-115.090402,49
bXfMEP__URx7f-s1GT8Teg,36.0722521,-115.0993861,325.5
zizuoDgDkNCtBzCj8T-Jbg,36.099678,-115.101374,40
96rDpZ2OBW293QNWPIPV7g,36.08631469,-115.1017032,14
XqAO5_bCitwqVRzhApZ2eA,36.086265,-115.1005988,10.5
OWQJrnXbWkLTI1-qRkkUpQ,36.0857708,-115.1025992,388
ZZtEx_UutNxz9B5knTL4tQ,36.0972977,-115.1013785,216
Rk-axrNaCJ2D2iNW--PkQg,36.078753,-115.101518,52
g2ZRZXEKxj0SL86etbydcg,36.071741,-115.116276,21
BSlmhfVEsy16C_ZUpcyB8w,36.079498,-115.110967,168
VRtVE5VHgVUISPxV3jY_CQ,36.071943,-115.115344,33
w9KBaltlg7B_tca-nNfj_A,36.0706671,-115.0911608,185.5
rlrc_AQC4Wn-_GKuzmrfGQ,36.070731,-115.088063,116
4PrxqzfatLLxn9ZCTW9lKw,36.099863,-115.061928,33
ULVe1zN3HpNeVeTvRaNXoA,36.0847229,-115.03178,15
RnuCCKK-5Ezfz0xv0F2kag,36.1021067,-115.0530945,22.5
aF6QsiiI3DZ2QL_6Oo5SSA,36.102514,-115.0530181,15
xSAG_asR5if0p1Dfk0ISsg,36.111784,-115.060916,206.5
thlVek1kUo3fyxUEap65zw,36.111784,-115.060916,120
wcrmyGHXNWFXU0DiLq_Miw,36.10597498,-115.0578637,47.5
L0uKIbds8dUVCuXIWE1q5g,36.101433,-115.052443,7.5
1o2Lx_YMC2xpuBG2q00LAQ,36.10839835,-115.0468477,219
OK62swud0UWKwF3ivxHZNA,36.1010195,-115.0634182,10
4MWD2Ka5riz9nu80NOqUkQ,36.1128952,-115.0623534,10.5
56Ulj9IFRp5Pz8ufJSHXBg,36.1995034,-115.2816734,31.5
94twCOpyD7FI3i95oiXnmQ,36.196201,-115.258816,15
qtUpdBKkMxeqcK_g5TiZKQ,36.2005782,-115.2817672,27
3MIy-ca6QVtKWXNzerQxWw,36.1960224,-115.2571252,808.5
s3u1ET2VN9NkY0qsn9gSwQ,36.1970662,-115.2500796,200
f2IKG29s2pEY1wUAIjFIlA,36.1813293,-115.2537641,30
jsO9c15l1KJ5ncBid3pnmA,36.18224438,-115.2602711,132
MIYdMxSFC53wnQYm9iYteA,36.201355,-115.259949,12.5
vOfvVZQZ1N_iaq4yPois4Q,36.1959753,-115.2531125,50
8YN0_08op4_chO3GTOUJLQ,36.1962858,-115.2503143,178.5
3Wg1LVOommgixgqwk-gn8w,36.1915723,-115.2593102,105
O6MyV5uqwZabD5dKbT294Q,36.1956158,-115.2582758,283.5
nAfwI6ygLXLH_LGQH9GbmA,36.196502,-115.248735,80.5
LlAFlTGHWVds8xQS-ly9Bg,36.2000572,-115.2807763,76
VYCbveCk-j4UR_aSTuASJA,36.2067752,-115.2684309,129.5
S9jqNbEHIsOf2JTJ-yIe0w,36.199276,-115.280873,17.5
YzdGufP7VFwQneDKzb37hQ,36.194992,-115.246608,16
1dk07edqr5_7goS6AnXAjw,36.1978251,-115.2805472,284
tGx7BSyqWDeppMvt2aQw_A,36.1907268,-115.2600699,241.5
ZBVXf0uC7k8iKDYCIMa2tQ,36.2004665,-115.2818774,297.5
kfhlEFpZlKIfInAC5XDuxw,36.196252,-115.257829,56
fgDJP-wW_Fr_tD2ywkHEJA,36.1962859,-115.2479571,17.5
QnTdvqfbbX0d0LjV_y_6_w,36.19518,-115.2573615,35
HNmyXUXKSr3JI2yXuU7EMQ,36.2006899,-115.281657,98
XcR-GFhRoHyoJFBE9r1hIQ,36.197664,-115.247371,4.5
noNwSURKeBMLD6Dfv1cpKw,36.1962809,-115.2509056,10.5
bpGFetX8muk0GxAT3Oea3Q,36.196089,-115.252849,1435.5
KM3O4Fs29fCyI5sqo62PgQ,36.1951421,-115.252325,10
VHCYxuMllRr0U9lbnBMuyA,36.1949248,-115.2600726,77
lqx--hrRwe0oK6WnFYNXlg,36.2074847,-115.2682033,1356
7hOWdXrR7ndiSaFH7Ofi1A,36.197322,-115.247447,24
hHtnI48vIcL0ZJfc-_LYDA,36.1964157,-115.2581988,24
a8n9OkEQGQvKHWPv93OC2Q,36.1960224,-115.2571252,49
uwy_04v5iVHOWb8U845wug,36.2009876,-115.281363,35
_2HFbrYZFp2p59hptZeDbw,36.1907268,-115.2600699,20
8FPi95ZuJHF30N-einyEmw,36.197534,-115.259825,42.5
C_7XW_kw9JtFkE8dzI7BiQ,36.19697189,-115.2561493,112
Su2-lf8TbowpHZcS3XIRfQ,36.217635,-115.212381,12
W3z8TV-MZIYkWgfN6cyJPg,36.240226,-115.206976,35
p9chyHwl6KJ5B6C935hRSw,36.254562,-115.2428805,72
ox2rL_UzIkvwMHIZC72DHw,36.2466674,-115.2092861,21
Klkzp8MC1qSKZDkTLYkcQA,36.2617919,-115.2489614,24.5
tCpPBS3txiz9dzm5trJusQ,36.2386219,-115.2334038,36
Xh72J-rep2vkskAq1TCMeQ,36.2628802,-115.2501061,24
rdFoHyN4apsyelq_9khE_g,36.2490797,-115.2428492,10
tZBLpE-qZejHRO9LmlCnHQ,36.2490797,-115.2428492,8
P1BK2ke-N4XLsBSNWpSeLQ,36.2433513,-115.2358857,112
2FurIZ1RmC9HndCQJAZJKA,36.217618,-115.213267,24
l6I8clI3lsVJYcRODjLjUg,36.2402116,-115.2330474,15
3Nt3CA4IDxt0SeQO24gb-Q,36.2742311,-115.2462757,518
aidjBZ-cLeRmrsAPM6ZkcA,36.242387,-115.2358276,728
3BBqVbU_Z-kCcUfV3xIUYQ,36.2151739,-115.2123105,99
pPoBiFyTjwPSg3R2Q3AeVQ,36.2234468,-115.2173307,24
gtlAwb0eZ4rPWjv_42OUCA,36.216778,-115.212427,12
aBQZx0tUdFvsZ5kAMR-eWQ,36.2412119,-115.2339219,21
ibUy5WjSFnrFyWZKgzk6xQ,36.252649,-115.243248,60
cc2GmqotftMW6B4K1PhQ-w,36.2408055,-115.2335805,20
nqUg5UdPVwNABqaM4iuXsw,36.2467534,-115.2093151,9
7tF__YC7VkQs671ZtsYrgw,36.2618942,-115.2476783,56
TUxCIJ6Jj2lEOqoVIoUH4g,36.2630448,-115.2481338,25
IUNrEkrbBTd2xbEHC4mutQ,36.2389627,-115.2089314,45.5
h0BHOYLztdLqWNI-h4hwOw,36.241822,-115.235295,57
RR25EwdiL1TfH_bIaKvt7w,36.2424474,-115.2349356,17.5
rKD-phI46Uc-sQ14lv258w,36.2399689,-115.2302994,28
fm2NFXf6LZRzECByWd2O4w,36.2386849,-115.2098027,10
d2aQXdVOTwjVGZaXBXeIgg,36.2102347,-115.2797316,31.5
R1_6Crx6keOZ23AWk1vOuw,36.193694,-115.305871,20
LTHq7A5vVAwtqqu5i2ZLUQ,36.2102322,-115.2794155,136.5
k2CdgSzyVR7b-L75tfXHUA,36.206848,-115.300544,12
ivi5jHjmf2uV8faGJ9Rfig,36.19307129,-115.3042924,210
yhrTMjhnrCsqDR_tJfyLCQ,36.2065795,-115.3036173,10.5
#NAME?,36.1597521,-115.0346388,27
RR7nf12D8cOkNi6HQAQbBA,36.1589979,-115.046879,12
KLRHYLnVch4x2bJXK9hmAQ,36.1588987,-115.0492967,94.5
BpEFRLfOIpwd06y-xEm88w,36.184049,-115.309074,30
B3eO8HjT8APDNLW6PSx5lA,36.183143,-115.308819,56
wv-U4BHulKC0OxjkP5zPqw,36.1839721,-115.3094988,87
1MJ5xmHmeCiau07X2bQyUQ,36.1256877,-115.2231413,820
T4AyBSffvi3prLrw0H2enA,36.144212,-115.2316887,532
_ZyJLAlkmqefU0WXQ2o6jQ,36.1442244,-115.2364833,656
3DHwRjWomOtnxM1v6-bPEQ,36.126717,-115.242438,437.5
KJnVuzpveyDrHARVNZaYVg,36.09980774,-115.1675034,1925
33aOj9haiHsULCUmFOZ7uQ,36.125761,-115.2187129,1116.5
rExmZxKkcO0VfOVMo-w66g,36.1286223,-115.2247746,132
1zgwmE26LtJH5C1mD6MQpw,36.1468919,-115.2431473,10
R_os9qwoga12ksSzAwZdoA,36.146289,-115.2438882,45.5
O1NBNVfXWmk3CvszAhOEoQ,36.1267101,-115.213915,558
VGfxLCiUYKjE-LreN6r50A,36.1591886,-115.2335289,22
bWXWJcw22ri0bkZwmDEkWQ,36.1589665,-115.2241267,15
1syMfUAu8so1wjntLW8Y8Q,36.1583497,-115.2434253,40
QDLYkhj0yS47Qgziw1DDHA,36.1593493,-115.2225113,72
kr9gePdA-ds4ltXLlH3M_A,36.1589104,-115.2072699,332
ME0olHUKPsJ9spaLudZlYA,36.144758,-115.2422681,492
YTbSJITWKp_QgfY2vrXvSQ,36.126625,-115.225945,108
AqE6eArwtYYO-iazkL37yQ,36.143699,-115.225724,50
jOMTNCPSiUIdToLtc5y4Fw,36.151297,-115.242763,132
y4oY9fiyTgkcewPGP3OGXQ,36.1520108,-115.2437024,20
zcZP9NIFwo16JTN5estcsg,36.1574585,-115.2442322,21
gwAIppG7JZRmqnV7ywmJxQ,36.144723,-115.2257587,20
rmna5Vh8PnfHsmwx1p4GYg,36.1282179,-115.2249786,76
gj_8sI7cjD_1pH6gPBcNRg,36.1456254,-115.2431013,31.5
zN33MhQmlCB3yhlunL4M9Q,36.126592,-115.208898,15
3ZVFdP5Xp9JZAKQkT98kDQ,36.1251279,-115.225621,63
S4nbHSW29N0rcXkIlA-wbQ,36.143552,-115.233012,99
ZqJQSSmHtoAx0O_SGz3piQ,36.1593466,-115.2222504,140
G2AqHSVc8t6I21qiHeq7jA,36.158414,-115.218416,178.5
_MuHx0aYUfLbNzkqJ2uBWg,36.1589501,-115.207506,24
7Mgly28cnzY-2py2ClEjiA,36.1455047,-115.2244681,352
tJhh6NDsNIwWMpxlP-0F7g,36.142636,-115.2217,193.5
8871Si56d_dc0igE3TRpgA,36.1253063,-115.2198749,445.5
5geSNRVBlvhoJlRK1zAS0g,36.1265084,-115.2182851,164.5
ZBC-1VWUU5WpKlPokxJZZg,36.126717,-115.242438,9
gSTHZH478BJIKAx7IKD2sA,36.126001,-115.243384,16
Xnwjo2TUu4AyGdmsxeG7OQ,36.1267101,-115.213915,726
POdn5abX1-lW0qns9cDd_A,36.159527,-115.242714,12
WospRNxNAnsHcC5o6xPI2A,36.152902,-115.243109,31.5
uEZWVN-ehk_XyDh0Dujh0w,36.1586671,-115.2091863,168
uybZVwl43IwaKAeRqkb3Zg,36.1593157,-115.2248585,156
3YLo7L0_1_Hy9SIuDrDceg,36.1588203,-115.2125772,115.5
4sTUCAAzenGzgG2w7ry1zQ,36.1594218,-115.2250915,189
s84xnG8SvqI6EIjF3Za-UQ,36.14920378,-115.2430274,44
ubwHoadNnVfMB9dFV2uyTQ,36.1437858,-115.2266305,497
9zUwgCWOi3rDvyoeDdx5pg,36.0941218,-115.2967647,17.5
urbAi2atIC9Z_dlHQNmlLg,36.09928985,-115.2977988,20
X4G7Zr-7fOr1bBP4iiONuw,36.0834649,-115.296933,93
ZygV0bo1lfQ1ZRnVc0Uwlw,36.0957458,-115.2967171,409.5
t02b8iqce8ZU4y6tpBQXSg,36.0952252,-115.2973192,24.5
2gWBfd2t7ta7lBaNZPfX5Q,36.0936258,-115.2967344,42
8kmIIK2YE6Rcg3HaDVha3w,36.1226679,-115.1710333,424
RKI9xvPSuI6mWXMjfdnjXw,36.19418,-115.025472,76
TZ5AAHJ4JCCBje5pEE6rLA,36.19418,-115.025472,22.5
nV79jhp3QzgSwV49bRTxiA,36.195696,-115.040472,24.5
wAu9-jVLS-ygIPr4t8iCEA,36.1959165,-115.0603531,103.5
JBtHmLIXJprdHV2xMa0KKQ,36.1956384,-115.0404551,301.5
I2rMZ5t1WliK5PaGxakBUA,36.195148,-115.030222,16
htsJHl2YcqwPfIbQkXrXrg,36.0224814,-115.0502202,122.5
tJvUgjY7dJhCunOC10tKpg,36.0216665,-115.2438946,36
2X79qKO11V2ALh32WtOIxA,36.1006803,-115.1278021,10.5
smoGuW2a2Nume83mB3JJSw,36.057545,-115.1450717,60
aX3dNl6iDh4FaSw7-ipvQw,36.1670663,-115.259744,77
yRnl7MxYk1z18UW-g18clA,36.172375,-115.138204,9
vvur3WRgdgnhYoMUXMZZCA,36.1730572,-115.1450046,1628
Q5pTGQKEhxgit1fwgrHEbg,36.171235,-115.144061,396
CM4LY-sjD0Q9HivGTFHdoA,36.1609974,-115.1478836,493.5
JrF5GbCfN-KG9zl_IwNf0w,36.1631791,-115.1444757,18
XC9tnUvXARu6XjRxO6u8DQ,36.1594218,-115.147258,392
TS7WJefIj-Yzmjw0A81UWA,36.1723561,-115.1160157,12
wqOSESjr7ioLSAUOzzhqoQ,36.1627231,-115.1512318,206.5
zRDru1Ew3aSZHMB99iv-bw,36.1679528,-115.1442646,77
Bdle5wtKm63fVsehxbCgHg,36.1738146,-115.1172573,15
s8NoNszuW8_CSFQjLApRuQ,36.1691679,-115.1405453,480
