biz_id,lat,lon,score
qemCNgjeYGcFsRwxW9x4xw,40.3886105,-80.0499034,192.5
iudRNo5Q8W7firUBYJEqQQ,40.3886666,-80.049779,17.5
2X5G4Ujq0s4Wfn4TC7gX0g,40.432022,-79.893834,1012.5
XQ7elqSFIRogvqpiTZz-Wg,40.432599,-79.894243,51
JL5B_s1EoN4zIru4JSw4Qg,40.427135,-79.890649,14
IafkUjO5CiXAu9LfB4_Sgg,40.421259,-79.890285,15
OS1fGOcx_Erie5gujWIFNQ,40.422307,-79.8893217,10.5
DzOPHyrG2XuVqKEvHCnN7w,40.4175696,-79.8879525,112.5
nqRNOug4OMrYTTZg-qLxXA,40.4209717,-79.886521,20
K8Ebs8G1rwc3DBdznHvDxg,40.4254343,-79.8886201,12
h3la53L9-OX_HlfeAySh0Q,40.4273028,-79.8886844,30
1vQLTKwmcmZXtNzfKEvMmA,40.392287,-80.070269,115.5
hhNlQWaKqGbMPoeZHoL-IQ,40.3906976,-80.070806,227.5
SgQYRICpMdWCmY7wM2Cmcw,40.3940168,-80.0629702,52.5
uwiD9jxs09xxXG0by_xKuA,40.392551,-80.061579,15
mrbfnIXD5U4pMxuZgKedOw,40.392484,-80.065824,12
sNmQJQWEVGheCnw5Tf4Phg,40.3939568,-80.0660407,44
jrSGpWnVJy8jqgN6XSC7Nw,40.416975,-80.045368,36
KZXtzoI84iI1CEcAnD7OPA,40.4210254,-80.0500506,119
zpNGtjBlIkDq_PLGSCPlAg,40.4198341,-80.0456525,66.5
ZS7-I04iDm4oRP_GJsJqrA,40.418106,-80.045902,20
FtjvnLhh51ZBYEpKAARaFQ,40.4483207,-80.0043186,207
z4cCguoHdU48pj6sXMIzqg,40.4441681,-79.994852,185
sbTF0cLKZH6_BP8BLARVDg,40.4439388,-80.0006057,72.5
OxIeMVcop5oxBUWANi-1Rw,40.4429278,-80.0025539,462
imzKM9-mgN1Yk_RIXx3IgA,40.450964,-79.984628,56
IEHaU93HpEbdUO4z4bKzDw,40.4540368,-79.9814643,63
NeUf9FyCCIN4MEseNyqkXQ,40.440287,-80.002585,1190
JcP-IIrZkW_Yyv4a0yLRCw,40.4430725,-79.9973279,27
4LcFKTr6Ah87VcxW2z5e6w,40.4422762,-79.9989518,4.5
buVALudg30kgkDusqB3yJw,40.4514856,-79.9834035,342
wHi8ODv7TGmeUB02XoX-mA,40.4505742,-79.9842886,312.5
WXpi9z1bqF9raZSW8z70Ow,40.444021,-80.0027249,108.5
j7kgLc4Uys_sb-H7_Velcg,40.444318,-79.994009,15
DhDNNHZtaBxYNSqJz64ixg,40.4401562,-80.0024696,67.5
PxP19Rb88OQKiSMl2oWNsg,40.4440173,-80.0027621,126
9mwShpTgZofOujt4JfyGmw,40.455916,-79.979271,185
90Fqfzd8zD9AuuNBSv9lAg,40.4423373,-80.0007482,188
KEzIorUdFjqCuxbRxKPghA,40.4403687,-80.0009183,24
pvGT62T6Ci1LKOS9DL42pg,40.4370256,-80.0005877,76
OT3yVpDrDVITDCIYox8d9A,40.43866,-80.005135,14
8AskFIgGxqNb8RbcDCAfmA,40.43959024,-79.9992013,28
A2XkbJ07hrR80t0EFgLikQ,40.442558,-79.997214,56
L5387MoRyx9orlRyYfCSPA,40.450111,-79.9858749,160
dHDi4wCcjsOR6vcZ8oOIoA,40.4464777,-79.9916741,243
41CXLCeB8z2oNdIOvnrzIA,40.4639257,-79.9776291,92.5
l2gPB9mqiHSbpwSUa7zrjg,40.443577,-80.000162,32
gfpl_GyyY5uj6zJnIdzImQ,40.442228,-80.003107,28
l-OmDgEd4QkZpyXVpkp2yA,40.4421419,-79.996955,48
0FgwBx7pgmNdUtsd_T8UYQ,40.4392798,-80.0037919,196
SzHTdZR3yY1WBYUxkVxmUQ,40.438857,-80.003085,57
xgcZN3F2f9LxLASQK_xzhw,40.4580709,-79.975178,80
_aGVicux2dJm9sqzLSCJtg,40.4422522,-79.9997165,10.5
uUorjstNslr3gkIsVGtQAg,40.4431765,-80.0042813,52.5
GSiHJG8LqTn5ZQAY1r9q9w,40.4434132,-79.9961509,10.5
0Lsd35rHY6UtPFHjjxJ1LA,40.4410988,-80.0028187,17.5
Bza-l75OiKcMRmTYILpyfQ,40.44223445,-79.99713541,42
#NAME?,40.4393281,-79.9989825,17.5
1E53rS8afK2jiLod8Jwy7A,40.4428479,-80.0031124,37.5
j0uzPYXgu-hmkvuGnj-B1w,40.4440672,-79.9973744,17.5
AH1PrZQDIdjpKgy1z8XxUg,40.4387143,-79.9994904,52.5
XmdTkxKyJd7TuDLoiic1kg,40.4484631,-79.9894086,777
HDTv_rnmSL8AQ04_zTWARA,40.4484631,-79.9894086,17.5
nBl_NeArpL08MpoghDiA_A,40.43983911,-80.00288626,204
J011r7mUV1QhgLJ7GkrtMw,40.450237,-79.985665,88
#NAME?,40.4409393,-80.0019823,201
SvoJ3Y3uqDfB4iGUaWXh8Q,40.44389,-79.9985899,93
6xEl2PDJulIp1PfWqa7-aA,40.4534271,-79.9809286,80.5
GQloL8yRHymE0SGZq-B0zQ,40.4520306,-79.9825405,33
Lm_mR5xDF91OeZw97ch41g,40.4440318,-80.0027681,70
aj4XHn7jZ48euP4g8ape-Q,40.4380683,-80.0043039,17.5
KnlNwiIELDWAR686Bk2WJg,40.462753,-79.951722,28
XzaJf6WzpU7RsXTXzx72Xg,40.456227,-79.940241,144
PTS4MxQel-xzj5qWxVn3LQ,40.4607719,-79.9479211,98
IvgKdlte_JNdd17XRxkOrg,40.4659283,-79.9548907,56
bDK_jzy3Shx7jfn8_plNoA,40.46266,-79.951539,68
PhIGoo9g6GBrqgH_6yZXXQ,40.464984,-79.9412119,164
uBW3PIKqc-_eyG1_vdJn1w,40.4654249,-79.9445074,200
DsxLIr-b6WlDn9YNsVBu_A,40.4618603,-79.948546,94.5
FD6OocZdFUfE2J5H0WN4fA,40.461494,-79.948153,49
LN3OCT1xOedbf65xKzFSNw,40.4657149,-79.953504,252
tQpYnf3P3Q_OQLYYJvlV-A,40.4636982,-79.9489828,70
KH6stvNdq_aV0HvKw8P5yA,40.462158,-79.949333,42
34TBKRXYq1JHe4kYlHW2Eg,40.461657,-79.94854,20
nUISXnW2Jo9ovnoFBIUY_Q,40.4612318,-79.9484943,22.5
dxCqGkhtXq-9fYEsX7Mf6Q,40.4653036,-79.9559332,708
#NAME?,40.45639,-79.941311,360.5
YTqSkgOiiI9HG3hNH7ovfg,40.4606393,-79.9471799,52.5
vgXE1I7c9ElcfYyZfQiN1Q,40.462787,-79.950641,876
#NAME?,40.461739,-79.9486639,120
3zgswf_NfBJpeAoWeTkgMA,40.458267,-79.942274,156
uOwuJJhGaiAzuaDY7-o14g,40.455568,-79.941471,45.5
7XXmky6YYjsvKFwho_eavg,40.46257,-79.950128,178.5
o_wRqOpli9kyZGXlJtLLdA,40.462632,-79.950246,132
5MChfa-jZfMo3vBpolkSbw,40.458576,-79.9435413,185.5
YDCxBTJmF-lLCk1Qx8vDfg,40.4655702,-79.9557489,18
sxeuOMBRllOHXJTaUlI9kQ,40.462419,-79.9498459,568
ptmsW2SSeFD2I6vspJs0lQ,40.384633,-80.015649,60
r8jeeS3k_diihMDSu9IjlA,40.405245,-80.018538,432
cH8I7JgPXcrcutT1a3YrjQ,40.3919796,-80.0173011,67.5
dQjaHoo89bLymdMm4S5_1g,40.3954635,-80.0229025,60
UjJMQguryo1jypomvOCZgg,40.3832941,-80.0159995,28
dpRsK3JyaD3GKorVWzQUmA,40.400323,-80.024316,12
aIzx9R8MN9VgSSJt1jy5TA,40.399184,-80.025491,27
vWnwaD-kykqiEc2Q0hbYsw,40.3989335,-80.0266142,7.5
T4D7wX6GuCYChwRmser-0A,40.391756,-80.017768,28
cESul2ojJOjadz-7BKB5eg,40.3830261,-80.0153449,104
xUf11yTcoRagwNiJcY8GAA,40.4256974,-80.0502872,3
hbFCv2Rginf9zjai-lKUNg,40.37965491,-80.04486434,136
vs3UrHaSnzFOxmFU2UAfxQ,40.357621,-80.0503804,35
6-rJjW6ITl5o_FliiNgZRA,40.380192,-80.044459,556
mPlWLIA4pkHMRtlQDm6UyQ,40.3819791,-80.0441649,352
sa3xqElJEv97MazozLeszw,40.3798453,-80.0447818,96
MkrQV_nyxyC1F5ut5KxDMQ,40.357621,-80.0503804,31.5
jJfTh2O3M2Q716akd9Dr9w,40.3820875,-80.0443309,105
9SPwF-vRgtuHxciFxv5YLA,40.45712662,-79.92961121,720
Cy9XgM3ZG2jZ1ganvolb6Q,40.4569371,-79.9297,296
rgmptwPbBH1wLpiBHcbIhA,40.455955,-79.931338,672
i_nkxbd7feg44QkdbG05UA,40.45165386,-79.93271784,261
vSZDiKiF8vf9zt_BcDL7GQ,40.45144522,-79.93373255,112
DkX3YoxhH4uADsgVgQThew,40.451079,-79.9346715,111
sQWSHCIH_HUT4HUXaxDaBA,40.4507601,-79.9357368,33
rUQfZOengMpXFkLvJrNJ3g,40.453359,-79.931454,85.5
Oq5MyNxNi-xuXdPOWR9O_g,40.4509479,-79.9338609,63
xgK6AAhJ-cYBUCSaLzgTuw,40.4512206,-79.9346006,476
Z-BI5HJmC2HcpiVuXwVM3A,40.4515825,-79.9328523,212
kxZIebwbpe_ddry6EKMdCg,40.450502,-79.935149,64
TxKmAsKQjND5vbhBdUSyIA,40.451723,-79.932833,664
cmGR1HS9ms233roSllcglw,40.4516614,-79.9333455,292
rm1hBa1HPcLhUSwuincX2Q,40.4477839,-79.9373637,21
mXHBxHrAJPnPWnm_OKuZTQ,40.456954,-79.937464,35
Q9BXMPu2HnRDMq9X_2rHrQ,40.450866,-79.933919,183
jeS38QWMVkA6S-4lMi1Frg,40.450952,-79.933592,90
cwyq1QIa4fNISUap4PCs_A,40.369991,-80.034378,14
MFtTSa1OTC0rFxBxpXzKfg,40.3606021,-80.0286937,17.5
q5g_zeAdwsZQp0p9GPnTJw,40.3690921,-80.0352804,22.5
lI-LWQETbT8RivEHt-7jJg,40.369099,-80.013523,22.5
jVVyiaDle64frINmX2hgqw,40.38223,-79.997251,7.5
7QBJDNVH6VPAStSvOM_lZA,40.377426,-80.003797,40
Ln34kwDUNZPLhVhUqauLWQ,40.373453,-80.006247,36
hxWwXE1mqNuSghYBr5bLWg,40.3500069,-79.9763367,32
WrP8KeKTlWcjqQPj2DJKGQ,40.351916,-79.9610019,28
#NAME?,40.48902301,-79.8926941,48
dwz55gqPZwSBD74yFFb27g,40.48765293,-79.88061636,105
rEpubmz577MOhpDmWPH1uw,40.4870754,-79.8857543,49
ufyh6h4GsR-RYY2lC_Iz7w,40.493969,-79.860283,25
PFAOxw4Gl8gm7PGWvohCWg,40.3906976,-80.070806,24.5
Z6q8yxApM9wdnddzjcSUgQ,40.376268,-80.069056,7.5
xkrhaKM1YtiLEcorBI5zcQ,35.2489525,-81.0224918,14
EZrCQtZxiEo1kkAYt2EQqw,35.253329,-81.027326,12
HPcrrz8uipPQyK-5zd6w9Q,35.2546334,-81.0277219,12
cbLaFQJOfzDy_TxMkPee9Q,35.24299,-81.028058,16
W-2Tuk4uWYm5BsdlWju8wg,35.25355,-81.026391,42
Gz2bNUss7Y_dyy_lRtVGEw,35.243155,-81.028482,14
c-Pa13Lq1eB0VwLVoyJ7lg,35.251298,-81.025964,20
vtJAnB4gBgTJKv3mOnOF_w,35.252694,-81.041502,16
qJTHaHFKQIKXKX3I17Nw9w,35.251806,-81.0433539,18
JkF2CPy63ivoK1FUqprQ7w,35.2527471,-81.0422163,17.5
OkV0BMQxRRYJ5t5sbeU93A,35.244676,-81.037397,27
qYuSoVBS_1i_btLzFefDeg,35.084143,-80.697074,56
5vLVIomtminS_q8itJquEQ,35.085443,-80.696968,7.5
HlvPa_iypwt5RwUHl-Dz3g,35.026377,-80.7630454,21
2kCgC1VAEs3K8SJ86S6Fog,35.0264103,-80.7630602,15
2VuPoaFPktvtAqTX_Fzc-A,35.3035634,-81.0272196,32
jyF0rwmQEIdDWVtP5vlf3w,35.2912146,-81.0241586,68
7F9e41xxk8Ipjmoou8C20A,35.2991682,-81.0208401,14
Z2ks3quiwbkMDY1sVDW9OQ,35.2889229,-81.020392,7.5
SW2i5cWNi-NyaOCqYlg49g,35.306711,-81.032466,12
lX3XYcMWoRlHjrmkoGNefQ,35.086948,-80.871878,48
ji0VxQpFQvzzYMy9fY5fvw,35.0821998,-80.8772249,12
friprEn-aT_WmhmIF3pGmg,35.0869866,-80.8717654,27
2_0P2AmSSFtPgddio0MgYA,35.076521,-80.882357,589.5
BO0zz8gort7o-6KuecIv3Q,35.0866339,-80.87693,57.5
_Bz6YWNI5bi0gqQI4GLvqQ,35.088417,-80.878913,144
DLvH3Ck9R8fO_I89maDNIA,35.089113,-80.876906,18
SVKC_-gIQFkHElZ6bFsE6g,35.08529006,-80.87984562,153
l2ynPEBj9S_yN9gjg32tBA,35.084106,-80.878954,18
AUDuCSWYzzRP3H2w7TxtuQ,35.088633,-80.8770119,115.5
Bvj-UP9khEzuwDIW7eJNOg,35.088417,-80.878913,10
Gw5POFxBRoJxN_ZYhk6lgQ,35.089035,-80.8670549,36
DE_11y6_vCmPBlbeYskh-Q,35.0857058,-80.8789517,21
4WsTFTH8GgnyFHwrH9nHzA,35.086418,-80.877383,97.5
QMZe84KFyZy0IlCBb1v91A,35.0862316,-80.8811638,42
MMgjU4K0D9RLsb7BWEic4g,35.117183,-80.857545,18
PVooCeYIrp9E2rtrL4R98g,35.114191,-80.912923,36
WqPjIMFcT9RTMUumaCvGsw,35.1118189,-80.915583,22.5
D6sriF-ak-e5D_MTsPc3wg,35.0912719,-80.8857699,7.5
5p3Tqyp19UowO0-dAFvxMw,35.08442,-80.884608,60
T1jYZFB_7cqdhuvzpxfFWQ,35.085568,-80.884822,39
bpyWgtzGf-PiRsIUso8KKw,35.084897,-80.887685,10.5
LT0AgHTpDifuHSXgyLmJwg,35.228193,-80.846592,112
USdRzNk14UdjZWFgBJb0wA,35.231684,-80.8396379,112.5
ePP0Eqz8JKSbtdt2phiB4A,35.23361,-80.840783,700
ASwN3Ih0Eh1oH0npLbzVjA,35.2263237,-80.8459493,44
Lt9o2RmacVY2L-IWLA8uTg,35.22865023,-80.84500606,232
gpCtDCSXIoQx70cq9itfNA,35.223994,-80.846913,188
-6JY1T0w4XETux5kGOj84g,35.228985,-80.839671,132
WuCcv_Dyd_1B_1-4jwK7sQ,35.228075,-80.8415605,556.5
rT-iPtIXMKj3dTcl87lbOw,35.2281289,-80.841488,296
6eOtk-hsb6uz_5FTsb4tkA,35.2310245,-80.8381266,17.5
4glD2-evDFddHjQaEVpCPQ,35.095238,-80.779082,45.5
U_RvpPJNn24oWJo07x2j7w,35.2283649,-80.842652,18
ym9QwkmB5ZKTyj7q5huTDw,35.230194,-80.839336,549.5
OkPX0a9PUrhr6oNgE_FB_w,35.2244979,-80.84104,7.5
QMX1ssofSveU3qhVAKLnXA,35.22533,-80.8461559,31.5
XzhsJecsCYj-Wc32zOWqmg,35.233802,-80.841672,45.5
9fxTX1uyyYF4ugx68AG2sg,35.230158,-80.8473,90
utyqO_IVBAN8ULZmi52XaA,35.225825,-80.846495,18
9XKIFRBT-UTglX3wBGPAAA,35.2244979,-80.84104,28
df7cda6f5lMADGnoVHd8pg,35.2246617,-80.8461455,72
Heon0PS3J4RGmMa-VflCuA,35.2273169,-80.843148,88
#NAME?,35.228718,-80.8411263,49
mpDxBBGywUE6GRRKja3sBA,35.2273178,-80.8401304,1784
onv6-u283dEMVkFeAixYtw,35.22586,-80.846935,9
6ICGve6UyGPuLaGrKQBVuw,35.226995,-80.844191,44
NTfUFk8GyOLL1uPbEO-pVg,35.224456,-80.84547,856
_CFgU43jk6pX1cm_Nc1vHw,35.2238,-80.84461,16
e8kqqWU9247Nn5VAF5sDkQ,35.2281289,-80.841488,82.5
SjsguOTm7kQ_B3QcfHH-3A,35.221277,-80.839268,14
z24h6ZYnZiWjlDTuLXG9jw,35.2281289,-80.841488,495
WYnveDiSEXLCeNkLZrXibQ,35.2278131,-80.8414916,33
EwuvZCcVHkICgTbqCEjikA,35.2283983,-80.8548383,60
6SxAOEXHzNjWQMQ9Nnos3A,35.2278131,-80.8414916,65
kAid56AY_laxGYslMdsYJw,35.2274621,-80.8388937,266
CChwRoYVXA3QZulS8a6xOQ,35.22831377,-80.8419989,751.5
T998Ez8h8CeZg1eNVbG77w,35.227459,-80.844211,14
t5l-H2KdY4MQgLDMENz9WQ,35.2288659,-80.8413659,94.5
C9CF7p53Y0L5ErKRhhFhng,35.2279308,-80.8437189,156
OOPBFViU0cl_GryJOEEUcg,35.227415,-80.84523,24.5
-R7uChoaVzwNvPNMT1gOuw,35.22533,-80.8461559,20
R6bBcQaHFHHpndTzMEHjXA,35.153816,-80.8249249,24
nkNdTqpv1m5GBKx8xrpluw,35.153939,-80.8317551,108
LUylwiKNsS7_iumytRgAmw,35.176106,-80.799651,54
TLrX4FECQDFz-E45TI_9ow,35.2281289,-80.841488,154
e5J3s-xxs1S6PPHJhldBEA,35.2278411,-80.8394745,159
DjnNu1sWHEJpNBnW7CSdzA,35.22533,-80.8461559,7.5
e2K0YQel5Fth0_vur2dN8w,35.2245882,-80.8464606,18
qqVmZ3H7j06pcJFaSA4pcg,35.230441,-80.838086,58.5
4-B5ou1FbGVjVEQd3FAoIA,35.233802,-80.841672,76.5
Ak6ThDexfSFwoajgOpio8g,35.2281675,-80.8381937,32
eEMw81tZOYgW2xRX7o7W4g,35.2279658,-80.8440606,28
PowgfhnMrRKscqecHZdLzQ,35.2286689,-80.84241,40
376PDtBpGi74Os08TvCkhg,35.225996,-80.847022,111
G5dIek0rXPTHlqlJpCNmpw,35.2246617,-80.8461455,55
v96eOvQGYHukDu_UWqNl4A,35.239174,-80.886314,44
#NAME?,35.145665,-80.9303651,10
ePogmFFQkAy68Ne0VVUGBg,35.227415,-80.84523,7.5
b856Q36EWKbwbm_XdJER8Q,35.095238,-80.779082,45
wpFOZbONc7qUYz6YmBfKuQ,35.1629379,-80.8865749,157.5
eaqJQP6bp7rQJQt5KqfvxQ,35.227392,-80.840592,448
hBscDTusN57Ai0SnkQK8Sg,35.223866,-80.844683,234.5
d4t1qlm-mjhBmDUdboq5Uw,35.2126019,-80.833598,15
CDH2dyRcJUDPM1xj4AD0lQ,35.211879,-80.833826,52
JgGpBGMAb1Nc2Z5jVIwZMA,35.212075,-80.833737,30
L9D9xHVgCo71ZoO1ZBGOsQ,35.216101,-80.822107,48
uDoTFFud2mXE3VT1Jt9L5A,35.206798,-80.8351239,274.5
FRYCe6Yc0rPzzloSWSsl1g,35.213685,-80.844951,36
MQnNtW1lHS-eid3QNUoUIw,35.2093789,-80.8355422,680
n2MTry6EWZKwDxxm9-povQ,35.213153,-80.818204,52
nuCgH96Tfe6CFXznvmKdhA,35.20664473,-80.83555698,186
MMNBgMQCdwyVoNaHg0h_QA,35.2154777,-80.8285213,476
KT9EiMOGpAgFBwVG4GakNg,35.2093789,-80.8355422,18
c9D0yUos-jGOZaUv7SgCFw,35.2124,-80.817112,36
oYo5e7TUAYGRdx_0rjohww,35.21565386,-80.82829803,132
l3mzaesyc90rxXt2d4HpTg,35.212358,-80.827592,25
8PsQqhrAH5uqJ7HODOmXYg,35.212005,-80.817991,52.5
cibtubYc6gd8T6Y-nPPByw,35.2124,-80.817112,185.5
nhPdxY-jbf-XVQ6Hq6qJPw,35.216323,-80.821777,49
G3EsKzy3i-CvrEDjZzTV0g,35.214453,-80.828062,129.5
TwwD5FQSe0vk1Ecp89HjEw,35.2140739,-80.826589,373.5
jTGQUWGIVvL-aY03C5BEmw,35.214525,-80.821084,948
YbqNbrnOEk2T0qIBbTivuQ,35.2544169,-80.80088,192
CE6TWiZ1hraCilyXIfxu4w,35.26132,-80.81875,14
FjSYyID6pInYVsG-vADNzg,35.250656,-80.827041,10.5
X7VdashktoAExx5ksEBLXQ,35.2687693,-80.8378516,24.5
xLWe6cylMsYl_TtmC9wlXA,35.254958,-80.802188,7.5
OigTHfCur-D8Ne-bV1ngOg,35.234463,-80.933905,38.5
rpq5pRzrVPXt9wKm17LV7Q,35.19028,-80.930453,33
X-uPUUV7xPiKivsQzJD-wg,35.219378,-80.945041,25.5
MCFxbw9hQYejyvg59T44TA,35.229312,-80.863368,110
z2uFdzUyJniU4yysFJvSrQ,35.224808,-80.896072,6
q52H04woL1Oy1CVrUQu3bg,35.238401,-80.884618,7.5
xopQn_MCE8bSBOyhsj6pVw,35.2440597,-80.8919965,7.5
P4r-LsB1ldgvlgli40Yu-Q,35.228855,-80.923791,22
crKd3Kf3YYP8znwoMvcA-g,35.221112,-80.920249,24
