,biz_id,lat,lon,marker,dec_score,size,dec_score_num,score
36,Vvh2Hd4SsZjEEfKLNKAEWw,33.4793076,-112.0738063,dot3,blue,1,2,48
37,sInUSy63Oh455uWs9p9OqQ,33.477111,-112.074398,dot3,blue,1,2,28
38,x8WoC_7WHzXNmt6J13Nbvw,33.477594,-112.072914,dot3,green,1,1,8
39,wki-Qlp3OWgH0XtZ-Jz_WQ,33.44837568,-112.0727069,dot3,yellow,1,3,172
40,OoHWabV-ym7_HWlHeXTsVA,33.479508,-112.074206,dot3,yellow,1,3,185.5
41,oSKT5oZX1NWYaHwOWL5lag,33.4793963,-112.0736133,dot3,yellow,1,3,150.5
42,QAe9UHKsxPdXQovBpaznMQ,33.476644,-112.0736968,dot3,blue,1,2,37.5
43,q1nDSpmV-FdTBNj6UuZvTg,33.4796505,-112.0742162,dot3,red,1,4,615
44,muCl5p-9ut1sY0aKeUeRhw,33.463172,-112.074725,dot3,red,1,4,651
45,oCA2OZcd_Jo_ggVmUx3WVw,33.44480198,-112.0721177,dot3,red,1,4,1172.5
46,eK6KGMKqU_4nB9RdayZD7Q,33.4423368,-112.0657857,dot3,blue,1,2,57.5
47,jn3OgTqiQIFymRA9U0PTfQ,33.444799,-112.066662,dot3,blue,1,2,24.5
48,1-1VcGTL3GyCqUpXZLFTZA,33.445956,-112.06625,dot3,red,1,4,283.5
49,odhXwWaYZvD_icIN6f_DbA,33.4574932,-112.0740241,dot3,red,1,4,283.5
50,avPNEqlXgyBvTXjb-ujQFA,33.4794961,-112.0469586,dot3,green,1,1,10
51,ldIxXmxD3Cku0vODGYb9dQ,33.4794961,-112.0469586,dot3,green,1,1,17.5
52,hWhVP-28LYP3llaMlAJ_JA,33.466442,-112.032374,dot3,red,1,4,640
53,ixTr1qXUFGTzyaZUuCDDvg,33.4654334,-112.063548,dot3,yellow,1,3,80.5
54,ZoQAOnEFnyHjSpomtfqesA,33.4702022,-112.0653186,dot3,red,1,4,328
55,apCfJVnRyaw6oVUBKujpUQ,33.45107,-112.055957,dot3,red,1,4,636
56,ykfTh6HI219NoMsWBxulxw,33.466043,-112.05026,dot3,red,1,4,283.5
57,McdTNj-TUMOlfkHwQWs4rg,33.4737197,-112.0476524,dot3,green,1,1,13.5
58,tb24fvNJfHhyKEXkKn12Xw,33.4588282,-112.0610433,dot3,red,1,4,1197
59,VXIkI9_EbDbYHeO9IzKjJg,33.4596905,-112.0462108,dot3,red,1,4,589.5
60,VKxn7zmp8nOYT-ZHFZTjgA,33.470126,-112.04693,dot3,yellow,1,3,76
61,rbiRLiFTG098z9JaK3Nshw,33.4659637,-112.0506694,dot3,red,1,4,270
62,cgNIBHS2mLdbTRiodAT6EQ,33.459347,-112.064755,dot3,red,1,4,280
63,SZvYxcvYYVRue9MXcEDjsA,33.470783,-112.065371,dot3,yellow,1,3,81
64,5-X03Zc0nN7U5eoe8uFUdw,33.4712477,-112.0650649,dot3,red,1,4,696
65,0De3TQ_uSOXwgduKL0va3w,33.466215,-112.063247,dot3,blue,1,2,38.5
66,R6aazv8FB-6BeanY3ag8kw,33.473125,-112.0650914,dot3,red,1,4,693
67,Xo9Im4LmIhQrzJcO4R3ZbA,33.4579361,-112.0520629,dot3,red,1,4,805.5
68,YECRdaM6wN6eaGOYi5g8uA,33.465674,-112.033977,dot3,yellow,1,3,130.5
69,NYBx4sdSVrN-I5Q8RfLMPg,33.4655483,-112.0410568,dot3,yellow,1,3,140
70,Cp6JGY5YIRncTV_My9nf9g,33.4575804,-112.0472907,dot3,red,1,4,954
71,04HakCR6gEeRYNAoKxkppQ,33.466038,-112.047341,dot3,green,1,1,15
72,ITyAEjIw9ekv0wXpGHQF1Q,33.4657569,-111.9725723,dot3,green,1,1,17.5
73,q2SZa5g85758iW1L9sSL1g,33.466736,-112.029768,dot3,yellow,1,3,212
74,po5FyERB4lUZNnBIwnhFlg,33.4661343,-111.973718,dot3,yellow,1,3,75
75,I2IofjP2sHZUkv7pcoc33A,33.466085,-112.013243,dot3,green,1,1,14
76,_RBUU1y4yJrK0SPAd8z0-w,33.4657562,-111.9718284,dot3,red,1,4,518
77,WyJuGTwFwoN0k8iX8FsqYw,33.458744,-112.029827,dot3,green,1,1,10.5
78,PEHJjxdw11TGFma9Zhz3ng,33.466124,-112.015464,dot3,red,1,4,371
79,zU8IfotOLryhaz5okWx6cA,33.45111,-112.001533,dot3,green,1,1,15
80,h2ewvzx8enIwYhNbtIpcZw,33.452835,-111.99018,dot3,green,1,1,15
81,xfk9eY8gmwn8qsbyd-W6lQ,33.4514039,-111.973603,dot3,red,1,4,447
82,_gXpjRIjb5fv5f5IVGXvsw,33.466688,-111.987753,dot3,blue,1,2,48
83,11TvD4sCfA8GEqLDANpbSQ,33.4511467,-111.9810186,dot3,blue,1,2,42
84,ZAgPh4v-oOb1g6cdlkKI0g,33.4520972,-111.9786425,dot3,blue,1,2,42
85,PsuvqWNmLBU8ABkch2d9vA,33.4552907,-111.9878697,dot3,yellow,1,3,154
86,2unQHR9uaRxk3dsW6f3MGA,33.455418,-111.987786,dot3,yellow,1,3,144
87,4rcOm0NnQkBanyS5g7TSNg,33.4656111,-112.011862,dot3,green,1,1,14
88,s87D-mtAuJ8BluKgYYsXGw,33.4796892,-112.0297946,dot3,yellow,1,3,164
89,yQONzVpX-DEpGSuKMIov6A,33.455418,-111.987786,dot3,red,1,4,525
90,9tefv6uPxoHhp_OlQQJVXA,33.4767236,-112.0127202,dot3,blue,1,2,27.5
91,IgaruuknYwCr9afeDYQ_yw,33.4729919,-111.986969,dot3,yellow,1,3,124
92,Um5VnQXli9IwplV2rmgggg,33.478444,-111.9864838,dot3,yellow,1,3,93
93,_8Y-XNHmQ76xmxUQIrn0sA,33.4736745,-111.9862587,dot3,blue,1,2,28
94,rAb_wfdKKPPbcIysjYcW4A,33.451004,-112.021191,dot3,blue,1,2,36
95,hzUOqxpcnYYBgLlrgvjQYQ,33.476082,-111.986469,dot3,yellow,1,3,145
96,5UBAWhxukaPrc_0DalT-3w,33.476956,-111.986944,dot3,green,1,1,24
97,jzPMl-NoB5F2fwoHX3hN8A,33.492722,-112.073346,dot3,red,1,4,399
98,I4L_MJOZsnux3xCU2bLP8Q,33.4827511,-112.0734569,dot3,blue,1,2,42
99,JN2qXIuDXnV2d8WnSqd28A,33.5095515,-112.0701304,dot3,yellow,1,3,189
100,KIbFaBrZDX7rrYJInkv5Kg,33.479778,-112.069072,dot3,yellow,1,3,77
101,SfrBXbRdNB_gqPkIgJyKCg,33.463512,-112.064401,dot3,blue,1,2,44
102,7Jmri1RCl9Ksmpi5EoIOZQ,33.484705,-112.07333,dot3,yellow,1,3,92
103,3xEB9FyFXolq1b_Qn_BFtg,33.4977417,-112.0739754,dot3,red,1,4,868
104,SkNUbFJiJtbZjY-S_S0u7g,33.50960522,-112.0719614,dot3,red,1,4,262.5
105,VZYMInkjRJVHwXVFqeoMWg,33.486194,-112.073895,dot3,green,1,1,17.5
106,g4Eit1EeeEGhTVik6AWYsA,33.4945855,-112.0689504,dot3,blue,1,2,30
107,cIwMq5KNq0ASQzoTP1dE9Q,33.51073439,-112.0733185,dot3,yellow,1,3,72
108,OkXpdUozVS3vjSRtCoSIvw,33.5114334,-112.0685027,dot3,green,1,1,18
109,cjUmPLRT43wN9Z87A9BOpg,33.50956812,-112.0733274,dot3,yellow,1,3,159
110,UWrB5H3G-hhiHMy3iKV2ew,33.5102286,-112.0741357,dot3,red,1,4,337.5
111,-3WVw1TNQbPBzaKCaQQ1AQ,33.4859173,-112.0690737,dot3,red,1,4,1044
112,wTiQXYB9fE9rcSZDsZgbtQ,33.50966666,-112.0717401,dot3,red,1,4,234.5
113,L19_1cG2ALVjdBQ456h26A,33.4940659,-112.074398,dot3,yellow,1,3,78
114,zZmhEpiVpRfFQid87-pcOQ,33.510392,-112.0741307,dot3,blue,1,2,70
115,WPSM_oTPceoSnwqQWfAsdg,33.48330786,-112.0750098,dot3,yellow,1,3,105
116,5W0WLaM5gue42MQPpcB0lw,33.5127699,-112.0740123,dot3,green,1,1,15
117,yaTx8l9SrM0qR3Zcdnw5rw,33.491509,-112.075675,dot3,green,1,1,16
118,kUGgkYxXxHDhD6mtpQdUNQ,33.5093372,-112.0608177,dot3,green,1,1,21
119,DeAnVirgOxQnI36V1W158A,33.4803943,-112.0491027,dot3,red,1,4,424
120,ML1RJdeZ7bbfMrHvJ7m99A,33.5094801,-112.0601964,dot3,red,1,4,1152
121,nrb_PRgJB-ZOVLD07fikJQ,33.530652,-112.064643,dot3,green,1,1,12
122,FltN1Hnw4n7BORXJH1kaeg,33.5237171,-112.0479298,dot3,blue,1,2,32
123,AkOruz5CrCxUmXe1p_WoRg,33.5098142,-112.0610062,dot3,red,1,4,2212
124,kIvIqHvvFOc6aCutFYIvNg,33.523756,-112.049638,dot3,blue,1,2,27.5
125,3CSaqRNvYg7ZdN2zwxwzVw,33.529845,-112.064704,dot3,red,1,4,276
126,FW2Z4ll4zSOEDAJX9-wBZA,33.528137,-112.064673,dot3,yellow,1,3,108
127,XcwbN5fDlyl8qCttcdDGKA,33.51042,-112.065343,dot3,blue,1,2,56
128,HrD4U4wvzkmpHranLW7W6g,33.4954589,-112.064613,dot3,green,1,1,14
129,VlG9qxAc4d0em2djaU__xw,33.5290164,-112.0648679,dot3,yellow,1,3,129
130,naUFPFYH2CqHtTrV3IAJrQ,33.5167259,-112.0648001,dot3,blue,1,2,45
131,W8WyVVxinyRjzP8gJa7ILg,33.5093372,-112.0608177,dot3,blue,1,2,69
132,PxeX1M8WtyPxX1MuuGIh-g,33.5184314,-112.0641262,dot3,red,1,4,542.5
133,auorqdHiATGZHVd-sd79ZQ,33.51240767,-112.0653534,dot3,red,1,4,668
134,MEraJIKYztC7IOzYwMe86g,33.510317,-112.080548,dot3,blue,1,2,56
135,3ZVG1MSRuvheqZ4gOioQVw,33.4942179,-112.059748,dot3,green,1,1,15
136,FKHv7FkblONv9qqBndJUrg,33.5095496,-112.0652288,dot3,yellow,1,3,129
137,od49_DFUJY9louGx80My-A,33.4947362,-112.0605131,dot3,yellow,1,3,72.5
138,Ql2cV2A9alEOlFySzEGNVw,33.5080044,-112.0653397,dot3,green,1,1,21
139,t30Ua_mSiClnpBqud84ygw,33.508282,-112.048136,dot3,green,1,1,9
140,lHKS896yFkmAuWyFnbNP3A,33.5076398,-112.0650347,dot3,yellow,1,3,81
141,rrPRCU1m22v02k60YvJNrg,33.4803248,-112.0283782,dot3,green,1,1,12.5
142,LzpR_jE6VIutJ08s2cdRrw,33.504777,-112.047846,dot3,red,1,4,828
143,0K35eGvzVRZEirNo5v_WfA,33.5113051,-112.0471421,dot3,red,1,4,255.5
144,BT2Vls7h6sWrCKa5gGXbKg,33.4807981,-112.0208269,dot3,yellow,1,3,162
145,UlShIstbG4Yfh0MpTAEciA,33.4949031,-112.0302027,dot3,green,1,1,10.5
146,t54zAs7IftAVb9SKcCRotw,33.479605,-112.016481,dot3,yellow,1,3,136
147,HNusESyB6lEgrf5IUwUr_g,33.5092104,-112.0462319,dot3,blue,1,2,31.5
148,XzR49vhfm5ugcPJ3x_c2KQ,33.525861,-112.048124,dot3,blue,1,2,30
149,18TUn9oiW0k0yB6lheiOvw,33.523984,-112.04698,dot3,red,1,4,1156
150,ntJAKLAq0cXzzdFgPoo0Iw,33.5078595,-112.0475385,dot3,red,1,4,400
151,OT0gFIAr_c-d3i-IQ6TZQg,33.50876,-112.046798,dot3,yellow,1,3,72
152,c0RSs2KYK5Y-ZlSrNq9LyA,33.5369963,-112.0474809,dot3,red,1,4,794.5
153,Tk2dSL0TwQeI_zNJmb442A,33.4949943,-112.0473119,dot3,red,1,4,416.5
154,GpK9MeUjEd7rwhejG2ykww,33.513505,-112.0479841,dot3,red,1,4,455
155,74NT13vpDleoNrkxQdEpsQ,33.5087649,-112.04624,dot3,blue,1,2,48
156,KLaxBc83JnxyGf7GP7enYA,33.5098669,-112.0394971,dot3,yellow,1,3,178.5
157,X8dNaEFH7LWDt1ORmkfDTg,33.507549,-112.047066,dot3,blue,1,2,27
158,KNIw6kwf8LZkrS1lEnaLiw,33.508756,-112.045816,dot3,yellow,1,3,81
159,gQjTs4BDNYSu9oJhkEsssw,33.508732,-112.043847,dot3,yellow,1,3,206.5
160,ib-y5nsfn3unE0lLY1vfAw,33.509702,-112.042514,dot3,red,1,4,511
161,Pfb6VOIiroqDWOebfgWGPQ,33.52265,-112.0475118,dot3,red,1,4,856
162,HIiVx2mseVWKtx8TKfWC_A,33.5092185,-112.0467405,dot3,red,1,4,640
163,jSEcE8AY-mzGq9EOiyrtng,33.5318417,-112.0479816,dot3,yellow,1,3,175.5
164,SOHp2b8quJEitFeuO58Syw,33.509927,-112.044949,dot3,yellow,1,3,122.5
165,LYyGQgL60VKdV-p_9OxmWQ,33.5026383,-112.0470936,dot3,red,1,4,441
166,RoErsFPM0A-1SCqD-FRV_Q,33.507557,-112.040116,dot3,green,1,1,4
167,T5HYqRADhAL6VPRAacz74Q,33.525861,-112.048124,dot3,red,1,4,292.5
168,AyPmMe8GW6J26NvT_oI88Q,33.5305474,-112.0472047,dot3,green,1,1,9
169,GGhyhajTNKm5yTxtAoaxIw,33.507557,-112.040116,dot3,green,1,1,17.5
170,BJLoCsSp2TkHeTv00fJTVQ,33.5228486,-112.047511,dot3,green,1,1,21
171,CqhsIZ7TzCfJTrZqg5-gqQ,33.5093736,-112.0409502,dot3,red,1,4,684
172,5kRug3bEienrpovtPRVVwg,33.530335,-112.047101,dot3,red,1,4,1612
173,TqHTtjPANCBKGsjGBjDoQQ,33.507455,-112.040131,dot3,red,1,4,548
174,VpW40mznMS43CqdbelX2wA,33.4962555,-112.0205287,dot3,red,1,4,773.5
175,PAtgWCLCFRQd_fjnihISOg,33.5305094,-112.0154818,dot3,yellow,1,3,228
176,JxgoluY8hnC34cys_f80xA,33.5093706,-112.0273984,dot3,blue,1,2,42
177,WzhHlaEyaHE4KIFfcqC_9g,33.4948208,-112.0163009,dot3,yellow,1,3,72
178,MU3i2uEyUBntebU6pEyMbw,33.5093593,-112.0261747,dot3,yellow,1,3,172
179,rJ7HH85lo0wTNr5BiYGQ4Q,33.5160662,-112.029562,dot3,yellow,1,3,87.5
180,bxpzP73A7gauvxFEyd_8xA,33.48777652,-112.0301367,dot3,blue,1,2,70
181,ET9VpUk1UgjMN5DJRV0yOw,33.5096014,-112.0253849,dot3,blue,1,2,35
182,ut-kla-EA23nJOij_dcL0Q,33.5094212,-112.0301061,dot3,yellow,1,3,220.5
183,bewtZL-VV1oeGUdAhHVz6Q,33.511132,-112.02476,dot3,yellow,1,3,96
184,fmuj7u1gflmEjW-h0v9bwg,33.507557,-112.040116,dot3,red,1,4,484
185,2r8jGeuYvMkyP2ik_X-Bxw,33.51000845,-112.029652,dot3,red,1,4,570.5
186,MUsqPXthMdHoPEow9M3MfA,33.510311,-112.01556,dot3,green,1,1,21
187,kjZJsF1juY_pTOw_A8Ve6w,33.5092616,-112.0376214,dot3,yellow,1,3,90
188,C37jakxE5TX6ccAfjp2kJA,33.5093706,-112.0273984,dot3,green,1,1,17.5
189,Ta-fY1c_E8qHBBDQGyxPkg,33.508711,-112.02943,dot3,yellow,1,3,128
190,QdbZyl-LWFS54u93Vjd5SA,33.5104258,-112.0284918,dot3,red,1,4,760
191,o3TruOSgOwNgx08QosuWTw,33.4804658,-112.0218376,dot3,blue,1,2,56
192,Rg3INE2p4zQYvfMvJduEOQ,33.5062577,-112.0388617,dot3,red,1,4,528
193,imvNxppzxkLUPH64pQsDQg,33.5160662,-112.029562,dot3,yellow,1,3,220.5
194,syxUZu1GrJv0LYnV38hMug,33.488164,-112.030538,dot3,green,1,1,21
195,3m7khDnqH9QOg8gu3Ymumw,33.5080057,-112.0319425,dot3,green,1,1,21
196,Uov4o_7gRqQKQyjVhWOpVA,33.5095797,-112.0258966,dot3,yellow,1,3,87.5
197,NDKkce5Au-o_OhIt5f2ZBg,33.5100455,-112.01408,dot3,red,1,4,327
198,K9fIADfO_zKFPFm75A1Hxw,33.494876,-112.028973,dot3,blue,1,2,25
199,UxMnY3Dxafucv5cXHyfBSA,33.4949655,-112.0310218,dot3,yellow,1,3,108.5
200,24qSrF_XOrvaHDBy-gLIQg,33.5092757,-112.036358,dot3,red,1,4,604
201,YSQnaRE4Le6CaonZICFyVQ,33.5092864,-112.0370322,dot3,green,1,1,6
202,yLfYR-PvIzAv9DnEH68Rgw,33.5096147,-112.0252066,dot3,blue,1,2,32.5
203,U2hhSRVHfBryKPNTgasprA,33.5059283,-112.0388474,dot3,green,1,1,20
204,yPfvOB63thP5t3pGZPJExA,33.523043,-112.026658,dot3,red,1,4,462
205,u0zjW7rluJgUeQTnaZnkJQ,33.480776,-112.013252,dot3,green,1,1,10
206,CkQKNhlm8DOzxbXm_zb3bg,33.5094453,-112.0290689,dot3,green,1,1,13.5
207,lgWe8lSmcBk4Pq0kVI9-0A,33.495245,-112.02898,dot3,green,1,1,12
208,rVUEZpHQfWI_3kt0lBwaxQ,33.5100215,-112.0153526,dot3,red,1,4,262.5
209,oEjdNvlluW5_Ng9kewJFBg,33.510026,-112.024174,dot3,blue,1,2,27
210,Vu8od1U-h5qqwj3Jf_Hnzg,33.5092848,-112.0371249,dot3,blue,1,2,52.5
211,_BhzcKojv1gjdRINe3Gkig,33.5093706,-112.0273984,dot3,yellow,1,3,108
212,vvA3fbps4F9nGlAEYKk_sA,33.4804921,-112.0221966,dot3,red,1,4,364
213,4rySWsfL5enT7t4XuVNJuQ,33.4802944,-112.0318284,dot3,red,1,4,280
214,OypZxwm-jS9QfUwgBmzeyw,33.5097281,-112.0255251,dot3,blue,1,2,60
215,NVqLUZ7Vb9B_0RJm_BS64g,33.487276,-112.030849,dot3,yellow,1,3,98
216,C6oCdg9wVaS81Re0WfBJzw,33.4872299,-112.0305386,dot3,blue,1,2,48
217,PuHucejs4LG3hSXnrwi9-g,33.487817,-112.031296,dot3,yellow,1,3,172
218,3DMvGD8ZmlMQmhwV66hdSA,33.495342,-112.022972,dot3,red,1,4,252
219,VWcaFOSFcDwmFquycBzFyQ,33.4952249,-112.0132474,dot3,yellow,1,3,78
220,69t2S1u7Rf6qM_c14b42xQ,33.4953008,-112.0207982,dot3,yellow,1,3,171.5
221,iDoigI3605ixHl_qHly3Tg,33.50921743,-112.034388,dot3,red,1,4,264
222,zMa6YoEekpABg1HZnnTZdg,33.510034,-112.0241743,dot3,red,1,4,1352
223,gxuVySgACHDqJlwmelFHLA,33.488839,-111.959883,dot3,blue,1,2,40.5
224,cvb__rYMkj4BMhC3p_FB3Q,33.479852,-111.994039,dot3,blue,1,2,60
225,VpSiOW1PapVmZyyRBK_GBQ,33.5100523,-111.9963126,dot3,red,1,4,408
226,Upru5VE0jZ81ZQVVNCK_uA,33.4804795,-112.0096143,dot3,green,1,1,21
227,oc0Wl6ktfMLb5VZ2Uz6M2A,33.50997381,-111.9966023,dot3,red,1,4,450
228,_ODHYjCmrb3W9hIGJI1uaA,33.4949196,-112.0113575,dot3,red,1,4,430.5
229,CvJNcUtmNubDF8UmuduNXg,33.4804114,-111.9969164,dot3,blue,1,2,30
230,y-uHaMLLWQydSyWJawLIUw,33.479889,-111.997771,dot3,yellow,1,3,206.5
231,nLpV9fo8xml-QHOKyOje2A,33.47987,-111.9978239,dot3,blue,1,2,32.5
232,JobP0ghILdh8S8l-LhHHxQ,33.4797323,-111.9958677,dot3,yellow,1,3,87
233,9Dj2we91vaYDVhfq6t-Luw,33.479698,-111.982927,dot3,green,1,1,12
234,edjCywtqffQ8__vM7POZbw,33.495496,-111.988131,dot3,yellow,1,3,184
235,hLAWdi804nVfTLF7T0rB1Q,33.493831,-112.01265,dot3,yellow,1,3,92
236,K2_Hmmo5crTYWiT_1sWnfQ,33.47979355,-111.9859848,dot3,red,1,4,266
237,ejfy33R1avFm7oygL34uQg,33.480662,-111.984111,dot3,yellow,1,3,130.5
238,T-FM14EE1tt-94eONQEaVA,33.480782,-111.993301,dot3,green,1,1,7.5
239,j0Uc-GuOe-x9_N_IK1KPpA,33.4955624,-112.000651,dot3,yellow,1,3,164
240,fVgrpVyp-nPLTac9YIjTug,33.504688,-111.969094,dot3,red,1,4,824
241,5Js9G0axfWhbYlB9UgXLww,33.494436,-111.986521,dot3,yellow,1,3,138
242,N-gqIeVDebI3qgwxf1jMcw,33.495665,-112.012269,dot3,blue,1,2,28
243,2dJ_UPPCpcjo5JeYPnjaYw,33.4799104,-111.9854773,dot3,blue,1,2,48
244,2gMx4KnXbNtpoCuVCmyo3g,33.4797129,-111.981506,dot3,green,1,1,22
245,S8R5c7-plWe3NtmijYAJvg,33.494594,-111.9893448,dot3,yellow,1,3,217
246,SDwYQ6eSu1htn8vHWv128g,33.5021111,-111.9963386,dot3,red,1,4,4477.5
247,7UTlEVHU5v2xBLdkGghyzQ,33.4953259,-112.0119403,dot3,yellow,1,3,73.5
248,5WQhLNpG6xZryVCla4gMRA,33.479131,-111.984771,dot3,yellow,1,3,87.5
249,yJr24Yy1K6bt2G9fX3_zPA,33.5092093,-111.9885861,dot3,red,1,4,658
250,wdEnI9WTLHiqSCH1RdJ40w,33.480391,-111.978627,dot3,blue,1,2,60
251,qz4ZOcv-840UjfCEYI4qZg,33.494204,-111.976613,dot3,red,1,4,280
252,FRDZ59oRvUSs4gf-itOCBg,33.5091326,-111.9875851,dot3,green,1,1,10.5
253,m9Wqqma30o-hH2fAX7dnug,33.4951447,-112.0118398,dot3,red,1,4,464
254,7SoGPn8dvce7A1aHdBOGLA,33.480845,-112.011292,dot3,yellow,1,3,76.5
255,To5CjntVFawXM_hpAhvVdQ,33.5106961,-111.9865579,dot3,red,1,4,364
256,UxvOXcoCRFRAVhRB0D9imw,33.5108208,-111.9862703,dot3,red,1,4,262.5
257,sMD2HPNh7m0hgCxHDzGTzQ,33.4805041,-112.0115928,dot3,blue,1,2,40
258,TBTaMIaeDw5B79hXDZBtrA,33.4806911,-111.9926934,dot3,blue,1,2,66.5
259,MPziC5MO2QQiYVAMM3fdSw,33.4949597,-111.98959,dot3,yellow,1,3,228
260,iNvY0zAlaD_ye7Z6rHu-Ug,33.495084,-111.999963,dot3,red,1,4,868
261,wct7rZKyZqZftzmAU-vhWQ,33.4951558,-112.0010198,dot3,red,1,4,518
262,uevPN8zwJpBpnxRur1jUhw,33.4805451,-112.0006832,dot3,red,1,4,264
263,lwgBIboXZ4j9uuZthAvTEw,33.479852,-111.994039,dot3,blue,1,2,28
264,9Vu9KhK2-kBSM-FXvxXGNg,33.4954826,-111.9883722,dot3,red,1,4,255.5
265,jHte0SjUldZeDDZ5py0ZhA,33.48073,-112.003749,dot3,blue,1,2,25
266,O02yhnk20alGOBw0HcmHGw,33.479938,-111.98828,dot3,green,1,1,9
267,H8QFth3DVsYbkJ2M7bTvmg,33.4800263,-111.9619215,dot3,green,1,1,12
268,i8X14GDzaYD_TOGeWjmv-A,33.4805459,-111.9984903,dot3,green,1,1,18
269,BicQSnGZnY_yuGEDkhVfnA,33.494646,-111.9947,dot3,yellow,1,3,164.5
270,QplY4p8HHJY0ncbgcpb8WQ,33.4807241,-112.0128995,dot3,green,1,1,22
271,ZN9aiuiCPAXWHmV_hB3KXw,33.5607929,-112.06494,dot3,green,1,1,20
272,hqVbmZNLTdR2y7G7oJu9vg,33.546583,-112.0469306,dot3,red,1,4,450
273,ytcm2DXuJWKPTqCtr6uJ4A,33.563433,-112.065592,dot3,yellow,1,3,212
274,C4_VnxikagdjSbNQiblzYw,33.550167,-112.048885,dot3,green,1,1,21
275,wLZ--5d4lXImxrG7VhdTyA,33.538927,-112.048079,dot3,blue,1,2,38.5
276,GvwDppcJLm9lso9iS2hSIw,33.5382443,-112.057106,dot3,red,1,4,266
277,3rJE7qliy8_ylKhY5FdlIw,33.546608,-112.047023,dot3,blue,1,2,40
278,dUJMmr6TFrHmiokijXiyUg,33.537947,-112.064128,dot3,green,1,1,12
279,ieYiA4L5gk7S3kZYK0l_dg,33.55245209,-112.0571823,dot3,red,1,4,385
280,YldXB1hRpnE1CWLF3mvgpQ,33.53787131,-112.055161,dot3,red,1,4,688
281,G9LwkTSdKOyOGqd5BbuIkA,33.545329,-112.043169,dot3,red,1,4,969.5
